Fecha,Demanda
2023-10-18-00:04:47,547.02
2023-10-18-00:04:49,530.23
2023-10-18-00:04:49,530.23
2023-10-18-00:04:50,531.75
2023-10-18-00:04:51,529.84
2023-10-18-00:04:52,527.39
2023-10-18-00:04:53,540.25
2023-10-18-00:04:54,528.04
2023-10-18-00:04:55,528.22
2023-10-18-00:04:56,527.13
2023-10-18-00:04:57,530.39
2023-10-18-00:04:58,528.73
2023-10-18-00:04:59,526.7
2023-10-18-00:05:00,531.06
2023-10-18-00:05:01,529.23
2023-10-18-00:05:04,534.63
2023-10-18-00:05:04,534.63
2023-10-18-00:05:05,532.1
2023-10-18-00:05:06,536.26
2023-10-18-00:05:07,527.17
2023-10-18-00:05:08,528.29
2023-10-18-00:05:09,524.57
2023-10-18-00:05:10,528.05
2023-10-18-00:05:11,531.25
2023-10-18-00:05:12,528.4
2023-10-18-00:05:13,525.79
2023-10-18-00:05:14,527.58
2023-10-18-00:05:15,536.58
2023-10-18-00:05:16,529.65
2023-10-18-00:05:17,528.29
2023-10-18-00:05:19,530.67
2023-10-18-00:05:19,530.67
2023-10-18-00:05:20,529.66
2023-10-18-00:05:21,535.17
2023-10-18-00:05:22,529.11
2023-10-18-00:05:23,528.71
2023-10-18-00:05:24,528.14
2023-10-18-00:05:25,527.65
2023-10-18-00:05:26,527.36
2023-10-18-00:05:27,527.78
2023-10-18-00:05:28,523.55
2023-10-18-00:05:29,529.85
2023-10-18-00:05:30,529.06
2023-10-18-00:05:31,528.25
2023-10-18-00:05:35,524.54
2023-10-18-00:05:35,524.54
2023-10-18-00:05:36,525.16
2023-10-18-00:05:37,524.99
2023-10-18-00:05:38,528.16
2023-10-18-00:05:39,526.88
2023-10-18-00:05:40,530.53
2023-10-18-00:05:41,527.11
2023-10-18-00:05:42,528.66
2023-10-18-00:05:43,534.11
2023-10-18-00:05:44,533.31
2023-10-18-00:05:45,530.85
2023-10-18-00:05:46,528.04
2023-10-18-00:05:48,527.12
2023-10-18-00:05:49,528.27
2023-10-18-00:05:49,528.27
2023-10-18-00:05:50,532.99
2023-10-18-00:05:51,531.98
2023-10-18-00:05:52,524.93
2023-10-18-00:05:53,526.27
2023-10-18-00:05:55,528.45
2023-10-18-00:05:56,524.83
2023-10-18-00:05:57,524.18
2023-10-18-00:05:58,526.98
2023-10-18-00:05:59,531.49
2023-10-18-00:05:59,526.57
2023-10-18-00:06:00,528.64
2023-10-18-00:06:01,527.1
2023-10-18-00:06:04,524.54
2023-10-18-00:06:04,524.54
2023-10-18-00:06:05,528.27
2023-10-18-00:06:06,527.11
2023-10-18-00:06:07,528.33
2023-10-18-00:06:08,534.7
2023-10-18-00:06:09,531.64
2023-10-18-00:06:10,528.87
2023-10-18-00:06:11,527.67
2023-10-18-00:06:12,525.25
2023-10-18-00:06:13,527.15
2023-10-18-00:06:14,528.71
2023-10-18-00:06:15,533.12
2023-10-18-00:06:16,524.9
2023-10-18-00:06:17,521.46
2023-10-18-00:06:19,531.12
2023-10-18-00:06:19,531.12
2023-10-18-00:06:20,525.74
2023-10-18-00:06:21,523.84
2023-10-18-00:06:22,524.11
2023-10-18-00:06:23,526.22
2023-10-18-00:06:24,525.52
2023-10-18-00:06:25,527.16
2023-10-18-00:06:26,531.46
2023-10-18-00:06:27,541.14
2023-10-18-00:06:28,522.5
2023-10-18-00:06:29,522.08
2023-10-18-00:06:30,520.33
2023-10-18-00:06:31,524.55
2023-10-18-00:06:35,526.04
2023-10-18-00:06:35,526.04
2023-10-18-00:06:36,521.59
2023-10-18-00:06:37,520.93
2023-10-18-00:06:38,523.23
2023-10-18-00:06:39,523.5
2023-10-18-00:06:40,520.4
2023-10-18-00:06:41,521.14
2023-10-18-00:06:42,521.89
2023-10-18-00:06:43,529.25
2023-10-18-00:06:44,523.24
2023-10-18-00:06:45,523.55
2023-10-18-00:06:46,524.64
2023-10-18-00:06:47,528.01
2023-10-18-00:06:49,527.76
2023-10-18-00:06:49,527.76
2023-10-18-00:06:50,525.17
2023-10-18-00:06:51,530.9
2023-10-18-00:06:52,524.2
2023-10-18-00:06:53,524.19
2023-10-18-00:06:54,524.8
2023-10-18-00:06:55,525.71
2023-10-18-00:06:56,522.47
2023-10-18-00:06:57,523.55
2023-10-18-00:06:58,520.32
2023-10-18-00:06:59,522.12
2023-10-18-00:07:00,519.44
2023-10-18-00:07:01,521.18
2023-10-18-00:07:04,519.86
2023-10-18-00:07:04,527.96
2023-10-18-00:07:05,523.73
2023-10-18-00:07:06,524.76
2023-10-18-00:07:07,527.01
2023-10-18-00:07:08,527.21
2023-10-18-00:07:09,523.41
2023-10-18-00:07:10,524.29
2023-10-18-00:07:11,524.19
2023-10-18-00:07:12,525.79
2023-10-18-00:07:13,523.74
2023-10-18-00:07:14,522.54
2023-10-18-00:07:15,532.01
2023-10-18-00:07:16,530.1
2023-10-18-00:07:20,524.83
2023-10-18-00:07:20,524.83
2023-10-18-00:07:21,528.43
2023-10-18-00:07:22,531.42
2023-10-18-00:07:23,523.18
2023-10-18-00:07:24,522.4
2023-10-18-00:07:25,523.29
2023-10-18-00:07:26,522.61
2023-10-18-00:07:27,523.14
2023-10-18-00:07:28,524.82
2023-10-18-00:07:29,526.39
2023-10-18-00:07:30,523.68
2023-10-18-00:07:31,533.93
2023-10-18-00:07:32,546.72
2023-10-18-00:07:34,523.34
2023-10-18-00:07:34,523.34
2023-10-18-00:07:35,523.16
2023-10-18-00:07:36,526.1
2023-10-18-00:07:37,523.87
2023-10-18-00:07:38,520.75
2023-10-18-00:07:39,522.03
2023-10-18-00:07:40,529.19
2023-10-18-00:07:41,522.59
2023-10-18-00:07:42,523.73
2023-10-18-00:07:43,525.18
2023-10-18-00:07:44,521.94
2023-10-18-00:07:45,524.89
2023-10-18-00:07:46,522.09
2023-10-18-00:07:48,519.41
2023-10-18-00:07:49,522.72
2023-10-18-00:07:49,534.33
2023-10-18-00:07:50,527.06
2023-10-18-00:07:51,526.33
2023-10-18-00:07:52,524.6
2023-10-18-00:07:55,521.67
2023-10-18-00:07:55,521.67
2023-10-18-00:07:56,522.42
2023-10-18-00:07:57,526.02
2023-10-18-00:07:58,521.11
2023-10-18-00:07:59,525.06
2023-10-18-00:08:00,525.9
2023-10-18-00:08:01,526.3
2023-10-18-00:08:05,525.58
2023-10-18-00:08:05,525.58
2023-10-18-00:08:06,524.48
2023-10-18-00:08:07,523.23
2023-10-18-00:08:08,522.62
2023-10-18-00:08:09,523.17
2023-10-18-00:08:13,521.14
2023-10-18-00:08:13,521.46
2023-10-18-00:08:14,526.76
2023-10-18-00:08:15,521.06
2023-10-18-00:08:16,521.14
2023-10-18-00:08:17,520.82
2023-10-18-00:08:19,523.73
2023-10-18-00:08:19,523.73
2023-10-18-00:08:20,528.48
2023-10-18-00:08:21,527.66
2023-10-18-00:08:22,521.93
2023-10-18-00:08:23,525.18
2023-10-18-00:08:24,525.58
2023-10-18-00:08:25,524.5
2023-10-18-00:08:26,522.74
2023-10-18-00:08:27,521.08
2023-10-18-00:08:28,517.83
2023-10-18-00:08:29,521.1
2023-10-18-00:08:30,522.07
2023-10-18-00:08:31,523.17
2023-10-18-00:08:32,523.36
2023-10-18-00:08:34,522.97
2023-10-18-00:08:34,522.97
2023-10-18-00:08:35,521.69
2023-10-18-00:08:36,529.06
2023-10-18-00:08:37,540.35
2023-10-18-00:08:38,519.99
2023-10-18-00:08:39,523.73
2023-10-18-00:08:41,525.31
2023-10-18-00:08:41,523.74
2023-10-18-00:08:42,519.85
2023-10-18-00:08:43,569.31
2023-10-18-00:08:44,570.83
2023-10-18-00:08:45,571.26
2023-10-18-00:08:46,566.4
2023-10-18-00:08:49,568.14
2023-10-18-00:08:49,568.14
2023-10-18-00:08:50,568.22
2023-10-18-00:08:51,567.78
2023-10-18-00:08:52,567.73
2023-10-18-00:08:53,564.94
2023-10-18-00:08:54,571.38
2023-10-18-00:08:55,567.6
2023-10-18-00:08:56,564.84
2023-10-18-00:08:57,565.15
2023-10-18-00:08:58,562.88
2023-10-18-00:08:59,563.28
2023-10-18-00:09:00,572.28
2023-10-18-00:09:01,569.54
2023-10-18-00:09:02,566.43
2023-10-18-00:09:04,578.92
2023-10-18-00:09:04,578.92
2023-10-18-00:09:05,1437.09
2023-10-18-00:09:06,913.15
2023-10-18-00:09:07,687.88
2023-10-18-00:09:08,689.28
2023-10-18-00:09:09,688.52
2023-10-18-00:09:10,687.36
2023-10-18-00:09:11,697.57
2023-10-18-00:09:12,691.02
2023-10-18-00:09:13,689.24
2023-10-18-00:09:14,696.21
2023-10-18-00:09:15,697.35
2023-10-18-00:09:16,698.89
2023-10-18-00:09:20,695.8
2023-10-18-00:09:20,695.8
2023-10-18-00:09:21,698.93
2023-10-18-00:09:22,696.74
2023-10-18-00:09:23,695.01
2023-10-18-00:09:24,695.25
2023-10-18-00:09:25,698.22
2023-10-18-00:09:26,708.07
2023-10-18-00:09:27,695.54
2023-10-18-00:09:28,698.63
2023-10-18-00:09:29,696.92
2023-10-18-00:09:30,695.52
2023-10-18-00:09:31,692.29
2023-10-18-00:09:32,690.21
2023-10-18-00:09:34,692.32
2023-10-18-00:09:34,692.32
2023-10-18-00:09:35,692.21
2023-10-18-00:09:36,686.99
2023-10-18-00:09:37,688.29
2023-10-18-00:09:38,690.51
2023-10-18-00:09:39,686.19
2023-10-18-00:09:40,691.02
2023-10-18-00:09:41,692.56
2023-10-18-00:09:42,714.82
2023-10-18-00:09:43,708.89
2023-10-18-00:09:44,688.84
2023-10-18-00:09:45,689.72
2023-10-18-00:09:46,692.12
2023-10-18-00:09:49,690.16
2023-10-18-00:09:49,686.2
2023-10-18-00:09:50,698.44
2023-10-18-00:09:51,691.84
2023-10-18-00:09:52,688.42
2023-10-18-00:09:54,688.74
2023-10-18-00:09:54,688.89
2023-10-18-00:09:55,686.54
2023-10-18-00:09:56,685.75
2023-10-18-00:09:57,688.3
2023-10-18-00:09:58,685.64
2023-10-18-00:09:59,687.56
2023-10-18-00:10:00,692.98
2023-10-18-00:10:01,687.49
2023-10-18-00:10:03,688.94
2023-10-18-00:10:03,688.94
2023-10-18-00:10:04,685.04
2023-10-18-00:10:05,685.52
2023-10-18-00:10:06,688.25
2023-10-18-00:10:07,687.53
2023-10-18-00:10:08,689.36
2023-10-18-00:10:09,684.82
2023-10-18-00:10:10,687.22
2023-10-18-00:10:11,687.54
2023-10-18-00:10:12,683.61
2023-10-18-00:10:13,681.86
2023-10-18-00:10:14,694.86
2023-10-18-00:10:15,684.37
2023-10-18-00:10:16,683.31
2023-10-18-00:10:18,683.79
2023-10-18-00:10:19,691.7
2023-10-18-00:10:19,691.7
2023-10-18-00:10:21,689.25
2023-10-18-00:10:21,689.25
2023-10-18-00:10:23,684.64
2023-10-18-00:10:25,680.25
2023-10-18-00:10:25,682.28
2023-10-18-00:10:26,681.92
2023-10-18-00:10:27,685.25
2023-10-18-00:10:28,681.85
2023-10-18-00:10:29,682.14
2023-10-18-00:10:30,679.16
2023-10-18-00:10:31,679.88
2023-10-18-00:10:32,681.22
2023-10-18-00:10:34,683.93
2023-10-18-00:10:34,683.93
2023-10-18-00:10:36,659.93
2023-10-18-00:10:37,660.96
2023-10-18-00:10:38,653.87
2023-10-18-00:10:39,654.97
2023-10-18-00:10:40,652.82
2023-10-18-00:10:41,650.81
2023-10-18-00:10:41,652.43
2023-10-18-00:10:42,651.97
2023-10-18-00:10:43,651.06
2023-10-18-00:10:44,652.3
2023-10-18-00:10:45,650.73
2023-10-18-00:10:46,651.74
2023-10-18-00:10:49,654.12
2023-10-18-00:10:50,676.23
2023-10-18-00:10:51,671.42
2023-10-18-00:10:52,657
2023-10-18-00:10:53,653.15
2023-10-18-00:10:55,655.62
2023-10-18-00:10:55,655.23
2023-10-18-00:10:56,651.46
2023-10-18-00:10:57,653.5
2023-10-18-00:10:58,653.52
2023-10-18-00:10:59,663.83
2023-10-18-00:11:00,655.68
2023-10-18-00:11:01,652.13
2023-10-18-00:11:03,652.8
2023-10-18-00:11:03,658.01
2023-10-18-00:11:07,659.31
2023-10-18-00:11:07,660.16
2023-10-18-00:11:08,654.81
2023-10-18-00:11:09,652.18
2023-10-18-00:11:10,651.51
2023-10-18-00:11:11,653.25
2023-10-18-00:11:12,654.25
2023-10-18-00:11:13,656.07
2023-10-18-00:11:14,654.11
2023-10-18-00:11:15,663.78
2023-10-18-00:11:16,654.12
2023-10-18-00:11:17,652.44
2023-10-18-00:11:19,653.27
2023-10-18-00:11:25,653.96
2023-10-18-00:11:25,650.91
2023-10-18-00:11:26,652.1
2023-10-18-00:11:27,656.76
2023-10-18-00:11:28,652.03
2023-10-18-00:11:29,652.1
2023-10-18-00:11:30,650.43
2023-10-18-00:11:31,655.05
2023-10-18-00:11:35,653.08
2023-10-18-00:11:36,653.08
2023-10-18-00:11:37,646.97
2023-10-18-00:11:38,647.94
2023-10-18-00:11:39,651.36
2023-10-18-00:11:40,660.39
2023-10-18-00:11:41,654.09
2023-10-18-00:11:42,657.37
2023-10-18-00:11:43,660.26
2023-10-18-00:11:45,659.42
2023-10-18-00:11:45,658.49
2023-10-18-00:11:46,657.08
2023-10-18-00:11:48,663.3
2023-10-18-00:11:51,681.14
2023-10-18-00:11:52,681.14
2023-10-18-00:11:52,676.75
2023-10-18-00:11:54,685.99
2023-10-18-00:11:55,678.31
2023-10-18-00:11:56,681.71
2023-10-18-00:11:56,679.81
2023-10-18-00:11:58,719.49
2023-10-18-00:11:58,720.33
2023-10-18-00:11:59,722.46
2023-10-18-00:12:00,724.68
2023-10-18-00:12:01,719.23
2023-10-18-00:12:03,718.94
2023-10-18-00:12:04,721.87
2023-10-18-00:12:04,730.5
2023-10-18-00:12:05,732.61
2023-10-18-00:12:06,730.24
2023-10-18-00:12:07,732.12
2023-10-18-00:12:08,727.65
2023-10-18-00:12:09,728.79
2023-10-18-00:12:10,730.13
2023-10-18-00:12:11,730.52
2023-10-18-00:12:12,733.98
2023-10-18-00:12:13,732.01
2023-10-18-00:12:14,741.37
2023-10-18-00:12:15,735.28
2023-10-18-00:12:16,737.99
2023-10-18-00:12:19,733.63
2023-10-18-00:12:19,733.63
2023-10-18-00:12:20,735.51
2023-10-18-00:12:21,740.65
2023-10-18-00:12:22,731.51
2023-10-18-00:12:23,729.59
2023-10-18-00:12:24,735.74
2023-10-18-00:12:25,737.71
2023-10-18-00:12:26,735.89
2023-10-18-00:12:27,736.18
2023-10-18-00:12:28,737.59
2023-10-18-00:12:29,739.14
2023-10-18-00:12:30,734.1
2023-10-18-00:12:31,734.38
2023-10-18-00:12:33,731.78
2023-10-18-00:12:33,731.78
2023-10-18-00:12:35,732.71
2023-10-18-00:12:35,732.41
2023-10-18-00:12:36,733.25
2023-10-18-00:12:37,729.87
2023-10-18-00:12:38,731.1
2023-10-18-00:12:39,730.21
2023-10-18-00:12:40,733.7
2023-10-18-00:12:41,730.11
2023-10-18-00:12:42,736.72
2023-10-18-00:12:43,738.48
2023-10-18-00:12:44,736.08
2023-10-18-00:12:45,737.26
2023-10-18-00:12:46,733.93
2023-10-18-00:12:48,739.6
2023-10-18-00:12:48,739.6
2023-10-18-00:12:49,732.93
2023-10-18-00:12:50,735.95
2023-10-18-00:12:51,736.59
2023-10-18-00:12:52,734.85
2023-10-18-00:12:54,732.29
2023-10-18-00:12:55,737.64
2023-10-18-00:12:56,734.29
2023-10-18-00:12:57,736.18
2023-10-18-00:12:58,735.51
2023-10-18-00:12:58,729.44
2023-10-18-00:12:59,738.66
2023-10-18-00:13:00,737.08
2023-10-18-00:13:01,732.83
2023-10-18-00:13:03,730.85
2023-10-18-00:13:04,733.7
2023-10-18-00:13:04,752.37
2023-10-18-00:13:05,752.41
2023-10-18-00:13:06,748.88
2023-10-18-00:13:07,733.18
2023-10-18-00:13:08,739.58
2023-10-18-00:13:11,732.89
2023-10-18-00:13:11,734.57
2023-10-18-00:13:12,734.69
2023-10-18-00:13:13,736.4
2023-10-18-00:13:14,733.7
2023-10-18-00:13:15,743.21
2023-10-18-00:13:16,736.88
2023-10-18-00:13:17,738.89
2023-10-18-00:13:19,734.03
2023-10-18-00:13:19,734.07
2023-10-18-00:13:20,735.63
2023-10-18-00:13:21,732.94
2023-10-18-00:13:22,732.98
2023-10-18-00:13:23,733.32
2023-10-18-00:13:24,731.92
2023-10-18-00:13:25,739.35
2023-10-18-00:13:26,735.28
2023-10-18-00:13:27,736.5
2023-10-18-00:13:28,732.17
2023-10-18-00:13:29,737.61
2023-10-18-00:13:30,735.94
2023-10-18-00:13:31,734.72
2023-10-18-00:13:32,731.3
2023-10-18-00:13:34,730.09
2023-10-18-00:13:34,728.76
2023-10-18-00:13:35,728.8
2023-10-18-00:13:36,727.32
2023-10-18-00:13:37,729.06
2023-10-18-00:13:38,727.68
2023-10-18-00:13:39,726.79
2023-10-18-00:13:40,730.16
2023-10-18-00:13:41,728.91
2023-10-18-00:13:42,727.41
2023-10-18-00:13:43,730.02
2023-10-18-00:13:44,729.88
2023-10-18-00:13:45,733.1
2023-10-18-00:13:46,729.08
2023-10-18-00:13:49,731.01
2023-10-18-00:13:49,734.37
2023-10-18-00:13:50,747.97
2023-10-18-00:13:51,735.49
2023-10-18-00:13:52,719
2023-10-18-00:13:53,724.19
2023-10-18-00:13:54,722.27
2023-10-18-00:13:55,732.59
2023-10-18-00:13:56,717.79
2023-10-18-00:13:57,720.01
2023-10-18-00:13:58,720.22
2023-10-18-00:13:59,718.05
2023-10-18-00:14:00,716.44
2023-10-18-00:14:01,720.87
2023-10-18-00:14:04,717.28
2023-10-18-00:14:04,722.98
2023-10-18-00:14:05,717.84
2023-10-18-00:14:06,722.3
2023-10-18-00:14:07,716.9
2023-10-18-00:14:08,722.5
2023-10-18-00:14:09,723.54
2023-10-18-00:14:10,719.07
2023-10-18-00:14:11,718.6
2023-10-18-00:14:12,717.41
2023-10-18-00:14:13,724.64
2023-10-18-00:14:14,721.99
2023-10-18-00:14:15,726.39
2023-10-18-00:14:16,717.85
2023-10-18-00:14:17,717.76
2023-10-18-00:14:19,719.19
2023-10-18-00:14:19,719.19
2023-10-18-00:14:20,717.8
2023-10-18-00:14:21,721.64
2023-10-18-00:14:22,722.4
2023-10-18-00:14:23,718.87
2023-10-18-00:14:24,716.4
2023-10-18-00:14:25,719.42
2023-10-18-00:14:26,718.39
2023-10-18-00:14:27,718.24
2023-10-18-00:14:28,717.33
2023-10-18-00:14:29,714.1
2023-10-18-00:14:30,717.67
2023-10-18-00:14:31,717.44
2023-10-18-00:14:34,1946.1
2023-10-18-00:14:34,1941.02
2023-10-18-00:14:35,1939.6
2023-10-18-00:14:36,1935.75
2023-10-18-00:14:37,1934.47
2023-10-18-00:14:38,1935.25
2023-10-18-00:14:39,1930.56
2023-10-18-00:14:40,1930.21
2023-10-18-00:14:41,1928.79
2023-10-18-00:14:42,1928.94
2023-10-18-00:14:45,1923.67
2023-10-18-00:14:45,1923.67
2023-10-18-00:14:46,1924.33
2023-10-18-00:14:48,1918.64
2023-10-18-00:14:49,1921.83
2023-10-18-00:14:50,1920.23
