Fecha,Demanda
2023-10-09-07:43:08,511.55
2023-10-09-07:43:09,510.81
2023-10-09-07:43:10,504.63
2023-10-09-07:43:11,519.22
2023-10-09-07:43:14,512.07
2023-10-09-07:43:14,506.75
2023-10-09-07:43:15,500.36
2023-10-09-07:43:16,506.74
2023-10-09-07:43:17,499.61
2023-10-09-07:43:18,503.37
2023-10-09-07:43:19,505.32
2023-10-09-07:43:20,500.77
2023-10-09-07:43:21,504.73
2023-10-09-07:43:22,508.27
2023-10-09-07:43:25,504.16
2023-10-09-07:43:26,508.23
2023-10-09-07:43:29,503.43
2023-10-09-07:43:30,504.19
2023-10-09-07:43:32,504.67
2023-10-09-07:43:33,507.82
2023-10-09-07:43:34,503.15
2023-10-09-07:43:35,506.61
2023-10-09-07:43:36,510.08
2023-10-09-07:43:37,509.48
2023-10-09-07:43:38,509.93
2023-10-09-07:43:39,522.74
2023-10-09-07:43:40,503.43
2023-10-09-07:43:42,505.77
2023-10-09-07:43:44,504.66
2023-10-09-07:43:45,501.38
2023-10-09-07:43:46,504.05
2023-10-09-07:43:47,512.69
2023-10-09-07:43:48,507.43
2023-10-09-07:43:49,500.63
2023-10-09-07:43:50,506.84
2023-10-09-07:43:51,506.59
2023-10-09-07:43:52,502.96
2023-10-09-07:43:53,504.85
2023-10-09-07:43:55,507.56
2023-10-09-07:43:56,505.77
2023-10-09-07:43:56,503.74
2023-10-09-07:44:00,511.78
2023-10-09-07:44:01,509.61
2023-10-09-07:44:02,510.55
2023-10-09-07:44:03,512.45
2023-10-09-07:44:04,511.67
2023-10-09-07:44:05,507.29
2023-10-09-07:44:06,520.48
2023-10-09-07:44:07,521.26
2023-10-09-07:44:08,516.07
2023-10-09-07:44:09,517.7
2023-10-09-07:44:10,520.05
2023-10-09-07:44:11,521.18
2023-10-09-07:44:12,521.8
2023-10-09-07:44:14,523.89
2023-10-09-07:44:15,523.81
2023-10-09-07:44:17,519.39
2023-10-09-07:44:18,517.04
2023-10-09-07:44:19,516.52
2023-10-09-07:44:20,520.48
2023-10-09-07:44:21,515.43
2023-10-09-07:44:23,515.33
2023-10-09-07:44:24,511.02
2023-10-09-07:44:25,509.97
2023-10-09-07:44:26,512.05
2023-10-09-07:44:28,511.77
2023-10-09-07:44:30,512.05
2023-10-09-07:44:32,509.87
2023-10-09-07:44:33,514.35
2023-10-09-07:44:34,510.39
2023-10-09-07:44:36,509.38
2023-10-09-07:44:37,508.82
2023-10-09-07:44:38,509.39
2023-10-09-07:44:39,508.18
2023-10-09-07:44:40,505.71
2023-10-09-07:44:42,508.68
2023-10-09-07:44:43,509.29
2023-10-09-07:44:45,512.02
2023-10-09-07:44:47,510.93
2023-10-09-07:44:48,515.9
2023-10-09-07:44:49,510.91
2023-10-09-07:44:51,513.33
2023-10-09-07:44:52,512.45
2023-10-09-07:44:53,506.65
2023-10-09-07:44:55,509.21
2023-10-09-07:44:57,508.09
2023-10-09-07:44:59,513.12
2023-10-09-07:45:00,513.3
2023-10-09-07:45:02,514.13
2023-10-09-07:45:03,511.46
2023-10-09-07:45:04,510.39
2023-10-09-07:45:05,511.34
2023-10-09-07:45:06,511.57
2023-10-09-07:45:07,504.36
2023-10-09-07:45:08,504.61
2023-10-09-07:45:09,511.99
2023-10-09-07:45:10,507.83
2023-10-09-07:45:11,513.22
2023-10-09-07:45:13,520.4
2023-10-09-07:45:15,525.95
2023-10-09-07:45:18,516.08
2023-10-09-07:45:19,507.47
2023-10-09-07:45:20,508.42
2023-10-09-07:45:21,512.85
2023-10-09-07:45:22,519.36
2023-10-09-07:45:24,511.68
2023-10-09-07:45:25,511.52
2023-10-09-07:45:25,511.83
2023-10-09-07:45:26,512.46
2023-10-09-07:45:29,1217.91
2023-10-09-07:45:30,1212.66
2023-10-09-07:45:31,1211.15
2023-10-09-07:45:33,1205.92
2023-10-09-07:45:34,1211.26
2023-10-09-07:45:36,1092.9
2023-10-09-07:45:37,501.68
2023-10-09-07:45:38,500.5
2023-10-09-07:45:40,498.05
2023-10-09-07:45:48,498.42
2023-10-09-07:45:50,503.02
2023-10-09-07:45:52,505.24
2023-10-09-07:45:53,505.45
2023-10-09-07:45:55,500.98
2023-10-09-07:45:56,501.02
2023-10-09-07:45:57,504.83
2023-10-09-07:45:59,505.01
2023-10-09-07:46:01,502.26
2023-10-09-07:46:02,507.16
2023-10-09-07:46:03,501.55
2023-10-09-07:46:04,501.65
2023-10-09-07:46:05,503.87
2023-10-09-07:46:06,507.51
2023-10-09-07:46:07,503.87
2023-10-09-07:46:08,506.71
2023-10-09-07:46:10,508.04
2023-10-09-07:46:11,513.42
2023-10-09-07:46:13,511.04
2023-10-09-07:46:16,511.97
2023-10-09-07:46:17,509.22
2023-10-09-07:46:18,511.49
2023-10-09-07:46:19,520.89
2023-10-09-07:46:20,512.13
2023-10-09-07:46:21,511.19
2023-10-09-07:46:22,520.29
2023-10-09-07:46:23,510.61
2023-10-09-07:46:25,510.72
2023-10-09-07:46:26,515.19
2023-10-09-07:46:27,506.31
2023-10-09-07:46:29,506.91
2023-10-09-07:46:30,504.04
2023-10-09-07:46:34,504.71
2023-10-09-07:46:35,502.26
2023-10-09-07:46:38,508.58
2023-10-09-07:46:39,506.69
2023-10-09-07:46:40,509.38
2023-10-09-07:46:43,502.73
2023-10-09-07:46:44,506.24
2023-10-09-07:46:46,503.15
2023-10-09-07:46:47,507.15
2023-10-09-07:46:47,506.47
2023-10-09-07:46:48,503.32
2023-10-09-07:46:49,501.06
2023-10-09-07:46:50,502.08
2023-10-09-07:46:53,513.48
2023-10-09-07:46:54,506.62
2023-10-09-07:46:55,503.12
2023-10-09-07:46:57,508.63
2023-10-09-07:46:59,508.97
2023-10-09-07:47:00,499.29
2023-10-09-07:47:02,502.06
2023-10-09-07:47:03,499.09
2023-10-09-07:47:04,507.34
2023-10-09-07:47:06,513.95
2023-10-09-07:47:07,510.27
2023-10-09-07:47:08,511.33
2023-10-09-07:47:09,508.93
2023-10-09-07:47:10,510.3
2023-10-09-07:47:11,511.88
2023-10-09-07:47:12,510.99
2023-10-09-07:47:13,510.52
2023-10-09-07:47:14,509.9
2023-10-09-07:47:15,507.95
2023-10-09-07:47:17,512.23
2023-10-09-07:47:18,508.73
2023-10-09-07:47:20,503.51
2023-10-09-07:47:21,505.5
2023-10-09-07:47:22,512.64
2023-10-09-07:47:23,511.72
2023-10-09-07:47:24,510.02
2023-10-09-07:47:25,513.64
2023-10-09-07:47:26,511.67
2023-10-09-07:47:27,512.21
2023-10-09-07:47:29,531.82
2023-10-09-07:47:30,504.89
2023-10-09-07:47:31,507.43
2023-10-09-07:47:31,510.73
2023-10-09-07:47:33,508.01
2023-10-09-07:47:34,500.6
2023-10-09-07:47:35,501.88
2023-10-09-07:47:37,501.61
2023-10-09-07:47:38,504.63
2023-10-09-07:47:40,499.9
2023-10-09-07:47:41,503.22
2023-10-09-07:47:43,501.1
2023-10-09-07:47:44,504.37
2023-10-09-07:47:45,512.16
2023-10-09-07:47:47,508.39
2023-10-09-07:47:48,502.66
2023-10-09-07:47:49,506.33
2023-10-09-07:47:50,501.96
2023-10-09-07:47:51,508.53
2023-10-09-07:47:52,506.73
2023-10-09-07:47:53,501.03
2023-10-09-07:47:54,501.74
2023-10-09-07:47:55,502.15
2023-10-09-07:47:56,504.91
2023-10-09-07:48:00,502.93
2023-10-09-07:48:02,503.82
2023-10-09-07:48:03,511.53
2023-10-09-07:48:04,506.57
2023-10-09-07:48:05,506.41
2023-10-09-07:48:06,508.28
2023-10-09-07:48:07,506.42
2023-10-09-07:48:08,508.8
2023-10-09-07:48:09,514.32
2023-10-09-07:48:10,515.65
2023-10-09-07:48:11,515.63
2023-10-09-07:48:14,517.38
2023-10-09-07:48:15,515.91
2023-10-09-07:48:17,517.96
2023-10-09-07:48:18,517.27
2023-10-09-07:48:19,515.16
2023-10-09-07:48:20,515.06
2023-10-09-07:48:21,514.93
2023-10-09-07:48:22,514.98
2023-10-09-07:48:27,513.19
2023-10-09-07:48:29,520.92
2023-10-09-07:48:30,531.96
2023-10-09-07:48:31,519.88
2023-10-09-07:48:32,516.72
2023-10-09-07:48:33,519.81
2023-10-09-07:48:35,507.82
2023-10-09-07:48:36,508.12
2023-10-09-07:48:37,515.16
2023-10-09-07:48:38,513.25
2023-10-09-07:48:39,508.35
2023-10-09-07:48:41,507.18
2023-10-09-07:48:43,512.38
2023-10-09-07:48:44,511.56
2023-10-09-07:48:45,513.08
2023-10-09-07:48:47,517.4
2023-10-09-07:48:48,514.22
2023-10-09-07:48:50,512.7
2023-10-09-07:48:51,513.43
2023-10-09-07:48:54,512.09
2023-10-09-07:48:55,513.44
2023-10-09-07:48:56,505.02
2023-10-09-07:48:59,507.26
2023-10-09-07:49:00,508.31
2023-10-09-07:49:01,511
2023-10-09-07:49:02,514.04
2023-10-09-07:49:03,514.96
2023-10-09-07:49:04,511.96
2023-10-09-07:49:05,511.98
2023-10-09-07:49:06,1232.7
2023-10-09-07:49:08,1236.16
2023-10-09-07:49:09,1227.32
2023-10-09-07:49:10,1223.61
2023-10-09-07:49:11,1248.41
2023-10-09-07:49:13,1238.4
2023-10-09-07:49:15,539.89
2023-10-09-07:49:16,481.57
2023-10-09-07:49:17,481.37
2023-10-09-07:49:18,485.68
2023-10-09-07:49:19,487.97
2023-10-09-07:49:20,482.22
2023-10-09-07:49:21,484.58
2023-10-09-07:49:22,484.94
2023-10-09-07:49:23,486.86
2023-10-09-07:49:24,484.8
2023-10-09-07:49:27,485.94
2023-10-09-07:49:28,488.41
2023-10-09-07:49:29,483.77
2023-10-09-07:49:32,484.33
2023-10-09-07:49:33,487.02
2023-10-09-07:49:34,481.58
2023-10-09-07:49:36,504.74
2023-10-09-07:49:38,481.26
2023-10-09-07:49:40,494.92
2023-10-09-07:49:42,481.07
2023-10-09-07:49:43,478.32
2023-10-09-07:49:45,478.17
2023-10-09-07:49:47,482.73
2023-10-09-07:49:48,478.31
2023-10-09-07:49:49,476.66
2023-10-09-07:49:50,476.16
2023-10-09-07:49:52,472.73
2023-10-09-07:49:53,474.17
2023-10-09-07:49:54,474.28
2023-10-09-07:49:55,466.27
2023-10-09-07:49:56,475.13
2023-10-09-07:49:59,475.32
2023-10-09-07:50:00,476.35
2023-10-09-07:50:01,476.43
2023-10-09-07:50:02,496.02
2023-10-09-07:50:03,492.82
2023-10-09-07:50:05,476.99
2023-10-09-07:50:06,482.96
2023-10-09-07:50:07,477.46
2023-10-09-07:50:08,478.79
2023-10-09-07:50:09,474.15
2023-10-09-07:50:10,475.35
2023-10-09-07:50:11,472.7
2023-10-09-07:50:12,476.8
2023-10-09-07:50:14,479.07
2023-10-09-07:50:15,473.29
2023-10-09-07:50:16,476.74
2023-10-09-07:50:17,478.21
2023-10-09-07:50:18,477.09
2023-10-09-07:50:19,481.55
2023-10-09-07:50:20,481.32
2023-10-09-07:50:20,471.72
2023-10-09-07:50:21,469.05
2023-10-09-07:50:22,478.71
2023-10-09-07:50:25,490.12
2023-10-09-07:50:26,478.03
2023-10-09-07:50:27,476.98
2023-10-09-07:50:30,472.05
2023-10-09-07:50:31,479.19
2023-10-09-07:50:32,482.32
2023-10-09-07:50:33,481.43
2023-10-09-07:50:34,473.36
2023-10-09-07:50:35,472.96
2023-10-09-07:50:36,486.68
2023-10-09-07:50:37,476.95
2023-10-09-07:50:38,476.71
2023-10-09-07:50:39,477.75
2023-10-09-07:50:40,473.14
2023-10-09-07:50:41,474.83
2023-10-09-07:50:46,474.64
2023-10-09-07:50:47,474.87
2023-10-09-07:50:50,474.4
2023-10-09-07:50:51,479.37
2023-10-09-07:50:52,475.6
2023-10-09-07:50:55,479.49
2023-10-09-07:50:56,476.2
2023-10-09-07:51:02,480.67
2023-10-09-07:51:03,478.02
2023-10-09-07:51:04,478.51
2023-10-09-07:51:07,477.21
2023-10-09-07:51:08,478.96
2023-10-09-07:51:09,481.39
2023-10-09-07:51:10,476.83
2023-10-09-07:51:12,476.1
2023-10-09-07:51:13,479.11
2023-10-09-07:51:15,473.71
2023-10-09-07:51:17,477.26
2023-10-09-07:51:18,477.7
2023-10-09-07:51:20,474
2023-10-09-07:51:21,480.54
2023-10-09-07:51:22,495.22
2023-10-09-07:51:24,489.1
2023-10-09-07:51:26,486.87
2023-10-09-07:51:27,478.36
2023-10-09-07:51:30,474.7
2023-10-09-07:51:31,478.34
2023-10-09-07:51:33,474.62
2023-10-09-07:51:34,488.84
2023-10-09-07:51:35,487.48
2023-10-09-07:51:36,488.25
2023-10-09-07:51:37,489.17
2023-10-09-07:51:38,478.18
2023-10-09-07:51:40,482.21
2023-10-09-07:51:41,474.35
2023-10-09-07:51:42,478.15
2023-10-09-07:51:45,486.29
2023-10-09-07:51:46,483.07
2023-10-09-07:51:48,477.83
2023-10-09-07:51:49,472.79
2023-10-09-07:51:50,498.11
2023-10-09-07:51:51,474.79
2023-10-09-07:51:52,476.71
2023-10-09-07:51:53,470.65
2023-10-09-07:51:54,477.82
2023-10-09-07:51:55,482.01
2023-10-09-07:51:56,490.34
2023-10-09-07:51:57,486.43
2023-10-09-07:51:58,473.44
2023-10-09-07:51:59,472.11
2023-10-09-07:52:00,469.99
2023-10-09-07:52:01,470.99
2023-10-09-07:52:02,469.54
2023-10-09-07:52:03,474.61
2023-10-09-07:52:04,474.77
2023-10-09-07:52:06,1191.95
2023-10-09-07:52:07,1210.33
2023-10-09-07:52:08,1207.7
2023-10-09-07:52:09,1204.28
2023-10-09-07:52:11,1206.67
2023-10-09-07:52:12,1195.53
2023-10-09-07:52:14,1196.09
2023-10-09-07:52:15,479.48
2023-10-09-07:52:16,475.42
2023-10-09-07:52:17,479.19
2023-10-09-07:52:18,491.89
2023-10-09-07:52:19,491.27
2023-10-09-07:52:19,486.51
2023-10-09-07:52:20,475.19
2023-10-09-07:52:21,488.34
2023-10-09-07:52:22,478.37
2023-10-09-07:52:23,476.44
2023-10-09-07:52:24,476.47
2023-10-09-07:52:25,481.58
2023-10-09-07:52:27,474.94
2023-10-09-07:52:28,490.18
2023-10-09-07:52:30,486.72
2023-10-09-07:52:31,488.46
2023-10-09-07:52:32,487.93
2023-10-09-07:52:34,476.97
2023-10-09-07:52:35,472.84
2023-10-09-07:52:36,475.88
2023-10-09-07:52:37,471.4
2023-10-09-07:52:38,472.11
2023-10-09-07:52:40,481.99
2023-10-09-07:52:42,484.31
2023-10-09-07:52:44,491.44
2023-10-09-07:52:45,472.73
2023-10-09-07:52:47,469.89
2023-10-09-07:52:48,481.28
2023-10-09-07:52:49,479.9
2023-10-09-07:52:50,480.74
2023-10-09-07:52:51,487.37
2023-10-09-07:52:52,490.26
2023-10-09-07:52:53,480.96
2023-10-09-07:52:54,487.71
2023-10-09-07:52:55,485.95
2023-10-09-07:52:56,494.73
2023-10-09-07:52:58,479.06
2023-10-09-07:52:59,478.58
2023-10-09-07:53:00,474.54
2023-10-09-07:53:01,475.21
2023-10-09-07:53:02,485.01
2023-10-09-07:53:03,492.33
2023-10-09-07:53:04,475.62
2023-10-09-07:53:05,473.42
2023-10-09-07:53:07,475.84
2023-10-09-07:53:08,475.19
2023-10-09-07:53:09,476.83
2023-10-09-07:53:10,478.34
2023-10-09-07:53:11,488.32
2023-10-09-07:53:12,493.65
2023-10-09-07:53:16,479.79
2023-10-09-07:53:18,478.21
2023-10-09-07:53:19,472.7
2023-10-09-07:53:20,471.07
2023-10-09-07:53:22,488.38
2023-10-09-07:53:23,492.71
2023-10-09-07:53:24,479.55
2023-10-09-07:53:25,477.84
2023-10-09-07:53:26,477.5
2023-10-09-07:53:29,476.89
2023-10-09-07:53:30,471.87
2023-10-09-07:53:31,488.95
2023-10-09-07:53:32,490.83
2023-10-09-07:53:34,475.67
2023-10-09-07:53:35,483.61
2023-10-09-07:53:37,473.16
2023-10-09-07:53:41,485.56
2023-10-09-07:53:44,473.85
2023-10-09-07:53:45,473.03
2023-10-09-07:53:47,474.13
2023-10-09-07:53:48,478.04
2023-10-09-07:53:49,476.47
2023-10-09-07:53:50,472.99
2023-10-09-07:53:51,481.03
2023-10-09-07:53:52,483.22
2023-10-09-07:53:53,478.9
2023-10-09-07:53:54,485.41
2023-10-09-07:53:55,480.61
2023-10-09-07:53:56,480.87
2023-10-09-07:53:57,484.59
2023-10-09-07:53:59,479.73
2023-10-09-07:54:00,479.47
2023-10-09-07:54:01,480.15
2023-10-09-07:54:01,494.17
2023-10-09-07:54:02,501.29
2023-10-09-07:54:05,511.39
2023-10-09-07:54:06,481.32
2023-10-09-07:54:07,476.11
2023-10-09-07:54:08,474.84
2023-10-09-07:54:10,475.08
2023-10-09-07:54:11,475.85
2023-10-09-07:54:12,492.59
2023-10-09-07:54:15,488.95
2023-10-09-07:54:16,485.38
2023-10-09-07:54:17,481.86
2023-10-09-07:54:18,486.56
2023-10-09-07:54:20,487.57
2023-10-09-07:54:21,484.08
2023-10-09-07:54:22,489.55
2023-10-09-07:54:23,500.63
2023-10-09-07:54:24,496.24
2023-10-09-07:54:26,486.15
2023-10-09-07:54:29,489.42
2023-10-09-07:54:30,491.16
2023-10-09-07:54:32,489.88
2023-10-09-07:54:33,491.98
2023-10-09-07:54:34,498.91
2023-10-09-07:54:35,503.14
2023-10-09-07:54:37,495.37
2023-10-09-07:54:38,500.95
2023-10-09-07:54:39,490.34
2023-10-09-07:54:40,487.25
2023-10-09-07:54:42,484.18
2023-10-09-07:54:43,487.8
2023-10-09-07:54:45,494.38
2023-10-09-07:54:47,495.25
2023-10-09-07:54:48,495.82
2023-10-09-07:54:49,492.72
2023-10-09-07:54:50,493.03
2023-10-09-07:54:52,492.4
2023-10-09-07:54:53,497.5
2023-10-09-07:54:54,495.53
2023-10-09-07:54:55,496.81
2023-10-09-07:54:56,498.16
2023-10-09-07:54:57,495.76
2023-10-09-07:54:58,498.86
2023-10-09-07:54:59,500.17
2023-10-09-07:55:00,501.1
2023-10-09-07:55:01,498.25
2023-10-09-07:55:03,498.84
2023-10-09-07:55:05,495.65
2023-10-09-07:55:08,501.08
2023-10-09-07:55:09,496.87
2023-10-09-07:55:10,493.36
2023-10-09-07:55:11,506.88
2023-10-09-07:55:13,501.58
2023-10-09-07:55:16,501.08
2023-10-09-07:55:17,501.12
2023-10-09-07:55:18,503.27
2023-10-09-07:55:19,492.44
2023-10-09-07:55:20,504.72
2023-10-09-07:55:21,500.93
2023-10-09-07:55:22,499.44
2023-10-09-07:55:23,506.66
2023-10-09-07:55:24,498.95
2023-10-09-07:55:24,491.48
2023-10-09-07:55:25,502.15
2023-10-09-07:55:28,502.75
2023-10-09-07:55:30,500.78
2023-10-09-07:55:32,502.54
2023-10-09-07:55:33,500.33
2023-10-09-07:55:34,502.16
2023-10-09-07:55:35,495.38
2023-10-09-07:55:37,500.55
2023-10-09-07:55:39,553.2
2023-10-09-07:55:40,1219.52
2023-10-09-07:55:41,1205.2
2023-10-09-07:55:44,1209.24
2023-10-09-07:55:45,1208.08
2023-10-09-07:55:46,1208.07
2023-10-09-07:55:47,1202.14
2023-10-09-07:55:48,483.99
2023-10-09-07:55:49,483
2023-10-09-07:55:50,498.77
2023-10-09-07:55:51,497.22
2023-10-09-07:55:52,499.28
2023-10-09-07:55:53,500.09
2023-10-09-07:55:54,491.87
2023-10-09-07:55:55,489.77
2023-10-09-07:55:56,505.02
2023-10-09-07:55:58,495.24
2023-10-09-07:55:59,493.35
2023-10-09-07:56:01,492.46
2023-10-09-07:56:02,494.63
2023-10-09-07:56:03,497.53
2023-10-09-07:56:04,494.48
2023-10-09-07:56:05,490.52
2023-10-09-07:56:06,499.5
2023-10-09-07:56:07,500.71
2023-10-09-07:56:08,503.07
2023-10-09-07:56:09,492.46
2023-10-09-07:56:11,489.32
2023-10-09-07:56:12,502.87
2023-10-09-07:56:14,494.76
2023-10-09-07:56:15,495.56
2023-10-09-07:56:16,500.58
2023-10-09-07:56:21,499.71
2023-10-09-07:56:22,510.42
2023-10-09-07:56:24,496.58
2023-10-09-07:56:25,496.65
2023-10-09-07:56:26,496.82
2023-10-09-07:56:27,501.09
2023-10-09-07:56:29,490.53
2023-10-09-07:56:30,489.85
2023-10-09-07:56:31,496.41
2023-10-09-07:56:32,496.49
2023-10-09-07:56:33,498.61
2023-10-09-07:56:34,491.69
2023-10-09-07:56:35,490.27
2023-10-09-07:56:36,491.52
2023-10-09-07:56:37,496.29
2023-10-09-07:56:38,493.83
2023-10-09-07:56:39,492.3
2023-10-09-07:56:40,487.14
2023-10-09-07:56:41,493.14
2023-10-09-07:56:42,497.1
2023-10-09-07:56:44,489.72
2023-10-09-07:56:45,489.9
2023-10-09-07:56:46,493.11
2023-10-09-07:56:48,497.97
2023-10-09-07:56:49,488.92
2023-10-09-07:56:51,493.18
2023-10-09-07:56:52,491.03
2023-10-09-07:56:53,493.75
2023-10-09-07:56:54,485.24
2023-10-09-07:56:55,484.18
2023-10-09-07:56:56,491.28
2023-10-09-07:56:59,488.31
2023-10-09-07:57:00,506.11
2023-10-09-07:57:01,500.81
2023-10-09-07:57:03,499.72
2023-10-09-07:57:04,498.3
2023-10-09-07:57:05,501.14
2023-10-09-07:57:06,506.9
2023-10-09-07:57:07,501.13
2023-10-09-07:57:08,497.44
2023-10-09-07:57:09,494.22
2023-10-09-07:57:10,512.84
2023-10-09-07:57:11,519.37
2023-10-09-07:57:12,503.26
2023-10-09-07:57:14,496.06
2023-10-09-07:57:15,492.82
2023-10-09-07:57:17,503.66
2023-10-09-07:57:18,501.58
2023-10-09-07:57:19,523.65
2023-10-09-07:57:21,497.35
2023-10-09-07:57:22,530.05
2023-10-09-07:57:27,494.43
2023-10-09-07:57:29,500.21
2023-10-09-07:57:30,498.16
2023-10-09-07:57:31,493.87
2023-10-09-07:57:33,499.7
2023-10-09-07:57:35,500.86
2023-10-09-07:57:36,497.99
2023-10-09-07:57:38,499.7
2023-10-09-07:57:39,500.7
2023-10-09-07:57:40,498.63
2023-10-09-07:57:41,493.7
2023-10-09-07:57:45,485.41
2023-10-09-07:57:46,489.81
2023-10-09-07:57:47,483.79
2023-10-09-07:57:48,483.04
2023-10-09-07:57:49,479.6
2023-10-09-07:57:50,483.6
2023-10-09-07:57:52,490.07
2023-10-09-07:57:53,487.97
2023-10-09-07:57:55,482.29
2023-10-09-07:57:56,483.71
2023-10-09-07:57:59,490.85
2023-10-09-07:58:00,484.95
2023-10-09-07:58:01,484.81
2023-10-09-07:58:03,483.58
2023-10-09-07:58:04,487.73
2023-10-09-07:58:05,490.34
2023-10-09-07:58:06,480.64
2023-10-09-07:58:08,493.1
2023-10-09-07:58:10,487.72
2023-10-09-07:58:14,488.43
2023-10-09-07:58:16,488.46
2023-10-09-07:58:17,492.15
2023-10-09-07:58:18,485.05
2023-10-09-07:58:20,483.18
2023-10-09-07:58:21,490.99
2023-10-09-07:58:22,495.23
2023-10-09-07:58:23,482.41
2023-10-09-07:58:24,489.67
2023-10-09-07:58:25,504.13
2023-10-09-07:58:26,494.61
2023-10-09-07:58:29,496.06
2023-10-09-07:58:30,483.21
2023-10-09-07:58:38,489.67
2023-10-09-07:58:39,489.79
2023-10-09-07:58:41,494.97
2023-10-09-07:58:43,506.15
2023-10-09-07:58:45,492.05
2023-10-09-07:58:46,490.77
2023-10-09-07:58:47,494.83
2023-10-09-07:58:48,495.43
2023-10-09-07:58:49,494.32
2023-10-09-07:58:50,488.04
2023-10-09-07:58:51,488.42
2023-10-09-07:58:52,484.95
2023-10-09-07:58:53,489.13
2023-10-09-07:58:54,500.12
2023-10-09-07:58:55,494.34
2023-10-09-07:58:56,490.05
2023-10-09-07:58:58,487.73
2023-10-09-07:58:59,485.04
2023-10-09-07:59:00,491.98
2023-10-09-07:59:01,494.35
2023-10-09-07:59:02,495.8
2023-10-09-07:59:03,485.82
2023-10-09-07:59:04,486.46
2023-10-09-07:59:05,483.4
2023-10-09-07:59:06,480.72
2023-10-09-07:59:07,492
2023-10-09-07:59:08,493.18
2023-10-09-07:59:09,492.46
2023-10-09-07:59:10,495.36
2023-10-09-07:59:11,487.77
2023-10-09-07:59:13,488.9
2023-10-09-07:59:14,491.71
2023-10-09-07:59:15,501.45
2023-10-09-07:59:16,491.78
2023-10-09-07:59:17,494.93
2023-10-09-07:59:18,490.8
2023-10-09-07:59:19,926.67
2023-10-09-07:59:20,1207.77
2023-10-09-07:59:21,1201.73
2023-10-09-07:59:22,1220.48
2023-10-09-07:59:23,1210.63
2023-10-09-07:59:24,1213.15
2023-10-09-07:59:25,1196.79
2023-10-09-07:59:26,1201.66
2023-10-09-07:59:29,487.92
2023-10-09-07:59:30,493.56
2023-10-09-07:59:31,493.91
2023-10-09-07:59:32,504.72
2023-10-09-07:59:33,511.27
2023-10-09-07:59:34,504.41
2023-10-09-07:59:35,488.74
2023-10-09-07:59:36,487.75
2023-10-09-07:59:37,484.79
2023-10-09-07:59:38,494.13
2023-10-09-07:59:39,494.34
2023-10-09-07:59:41,493.02
2023-10-09-07:59:42,487.38
2023-10-09-07:59:44,484.2
2023-10-09-07:59:46,487.3
2023-10-09-07:59:47,491.99
2023-10-09-07:59:48,492.53
2023-10-09-07:59:49,490.94
2023-10-09-07:59:50,494.08
2023-10-09-07:59:52,486.62
2023-10-09-07:59:53,488.78
2023-10-09-07:59:54,495.18
2023-10-09-07:59:55,493.78
2023-10-09-07:59:56,491.36
2023-10-09-07:59:57,488.38
2023-10-09-07:59:59,491.63
2023-10-09-08:00:00,489.68
2023-10-09-08:00:01,493.56
2023-10-09-08:00:02,490.43
2023-10-09-08:00:03,496.97
2023-10-09-08:00:04,498.65
2023-10-09-08:00:05,497.25
2023-10-09-08:00:06,492.83
2023-10-09-08:00:08,493.16
2023-10-09-08:00:09,494.32
2023-10-09-08:00:10,491.27
2023-10-09-08:00:11,489.41
2023-10-09-08:00:14,499.08
2023-10-09-08:00:15,490.61
2023-10-09-08:00:16,486.67
2023-10-09-08:00:17,486.35
2023-10-09-08:00:18,491.85
2023-10-09-08:00:19,489.71
2023-10-09-08:00:20,497.75
2023-10-09-08:00:21,492.11
2023-10-09-08:00:22,494.65
2023-10-09-08:00:23,486.37
2023-10-09-08:00:24,489.16
2023-10-09-08:00:25,490.03
2023-10-09-08:00:26,492.39
2023-10-09-08:00:27,493.51
2023-10-09-08:00:29,490.7
2023-10-09-08:00:31,490.94
2023-10-09-08:00:33,491.95
2023-10-09-08:00:35,482.09
2023-10-09-08:00:36,477.37
2023-10-09-08:00:38,487.83
2023-10-09-08:00:40,484.82
2023-10-09-08:00:41,489.04
2023-10-09-08:00:44,483.14
2023-10-09-08:00:45,480.45
2023-10-09-08:00:46,482.2
2023-10-09-08:00:47,474.74
2023-10-09-08:00:48,478.31
2023-10-09-08:00:49,472.9
2023-10-09-08:00:50,478.6
2023-10-09-08:00:51,477.34
2023-10-09-08:00:52,477.71
2023-10-09-08:00:53,477.57
2023-10-09-08:00:54,478.38
2023-10-09-08:00:55,483.1
2023-10-09-08:00:56,482.2
2023-10-09-08:00:58,488.85
2023-10-09-08:01:00,485.59
2023-10-09-08:01:01,500.43
2023-10-09-08:01:02,482.69
2023-10-09-08:01:03,485.87
2023-10-09-08:01:04,487.2
2023-10-09-08:01:05,485.89
2023-10-09-08:01:06,490.49
2023-10-09-08:01:07,487.08
2023-10-09-08:01:08,490.75
2023-10-09-08:01:09,483.54
2023-10-09-08:01:10,490.58
2023-10-09-08:01:11,488.95
2023-10-09-08:01:12,489.98
2023-10-09-08:01:14,491
2023-10-09-08:01:15,499.47
2023-10-09-08:01:16,490.01
2023-10-09-08:01:17,486.4
2023-10-09-08:01:18,495.17
2023-10-09-08:01:19,499.35
2023-10-09-08:01:21,486.63
2023-10-09-08:01:23,489.04
2023-10-09-08:01:24,494.34
2023-10-09-08:01:26,487.42
