Fecha,Demanda
2023-10-20-00:01:38,375.67
2023-10-20-00:01:39,373.58
2023-10-20-00:01:40,374.29
2023-10-20-00:01:43,376.21
2023-10-20-00:01:43,376.21
2023-10-20-00:01:44,376.82
2023-10-20-00:01:45,379.08
2023-10-20-00:01:46,369.81
2023-10-20-00:01:47,373.19
2023-10-20-00:01:48,375.49
2023-10-20-00:01:49,382.82
2023-10-20-00:01:51,381.63
2023-10-20-00:01:52,380.43
2023-10-20-00:01:52,380.43
2023-10-20-00:01:54,382.04
2023-10-20-00:01:55,376.09
2023-10-20-00:01:56,376.51
2023-10-20-00:01:57,381.46
2023-10-20-00:01:58,400.23
2023-10-20-00:01:59,380.66
2023-10-20-00:01:59,373.74
2023-10-20-00:02:00,382.99
2023-10-20-00:02:01,372.83
2023-10-20-00:02:02,373.8
2023-10-20-00:02:07,377.19
2023-10-20-00:02:07,376.69
2023-10-20-00:02:08,376.98
2023-10-20-00:02:09,367.13
2023-10-20-00:02:10,372.22
2023-10-20-00:02:11,372
2023-10-20-00:02:12,375.53
2023-10-20-00:02:13,375.5
2023-10-20-00:02:14,367.06
2023-10-20-00:02:15,382.17
2023-10-20-00:02:17,368.45
2023-10-20-00:02:17,368.45
2023-10-20-00:02:18,373.86
2023-10-20-00:02:20,372.11
2023-10-20-00:02:21,367.54
2023-10-20-00:02:22,367.59
2023-10-20-00:02:23,363.36
2023-10-20-00:02:24,374.43
2023-10-20-00:02:25,362.84
2023-10-20-00:02:26,379.48
2023-10-20-00:02:27,374.64
2023-10-20-00:02:28,376.57
2023-10-20-00:02:29,371.86
2023-10-20-00:02:31,365.34
2023-10-20-00:02:31,362.61
2023-10-20-00:02:32,363.68
2023-10-20-00:02:33,372.34
2023-10-20-00:02:34,362.32
2023-10-20-00:02:35,363.18
2023-10-20-00:02:37,369.3
2023-10-20-00:02:37,369.3
2023-10-20-00:02:38,371.36
2023-10-20-00:02:39,359.22
2023-10-20-00:02:40,369.41
2023-10-20-00:02:41,375.04
2023-10-20-00:02:42,377.03
2023-10-20-00:02:43,364.84
2023-10-20-00:02:44,374.39
2023-10-20-00:02:45,364.55
2023-10-20-00:02:46,374.5
2023-10-20-00:02:47,368.95
2023-10-20-00:02:48,377.64
2023-10-20-00:02:51,370.64
2023-10-20-00:02:51,365.47
2023-10-20-00:02:52,376.65
2023-10-20-00:02:54,372.24
2023-10-20-00:02:54,371.68
2023-10-20-00:02:56,372.58
2023-10-20-00:02:57,374.48
2023-10-20-00:02:58,363.77
2023-10-20-00:02:59,375.19
2023-10-20-00:03:00,366.39
2023-10-20-00:03:01,370.04
2023-10-20-00:03:01,372.64
2023-10-20-00:03:02,372.04
2023-10-20-00:03:03,404.03
2023-10-20-00:03:06,366.52
2023-10-20-00:03:06,383.19
2023-10-20-00:03:07,364.28
2023-10-20-00:03:08,372.71
2023-10-20-00:03:09,364.9
2023-10-20-00:03:10,373.68
2023-10-20-00:03:11,378.17
2023-10-20-00:03:12,372.37
2023-10-20-00:03:13,377.32
2023-10-20-00:03:14,377.07
2023-10-20-00:03:15,381.06
2023-10-20-00:03:16,376.78
2023-10-20-00:03:17,376.61
2023-10-20-00:03:20,377.69
2023-10-20-00:03:21,362.78
2023-10-20-00:03:22,369.24
2023-10-20-00:03:22,369.24
2023-10-20-00:03:23,365.76
2023-10-20-00:03:24,362.54
2023-10-20-00:03:25,364.15
2023-10-20-00:03:26,362.14
2023-10-20-00:03:27,357.8
2023-10-20-00:03:28,373.67
2023-10-20-00:03:29,371
2023-10-20-00:03:30,362.8
2023-10-20-00:03:31,366.96
2023-10-20-00:03:32,374.06
2023-10-20-00:03:33,373.83
2023-10-20-00:03:34,370.16
2023-10-20-00:03:35,374.11
2023-10-20-00:03:39,358.29
2023-10-20-00:03:40,358.29
2023-10-20-00:03:41,363.64
2023-10-20-00:03:42,371.68
2023-10-20-00:03:43,364.21
2023-10-20-00:03:44,367.94
2023-10-20-00:03:45,363.76
2023-10-20-00:03:46,380.66
2023-10-20-00:03:47,362.05
2023-10-20-00:03:48,369.42
2023-10-20-00:03:49,381.43
2023-10-20-00:03:50,366.35
2023-10-20-00:03:54,363.77
2023-10-20-00:03:54,363.77
2023-10-20-00:03:55,361.76
2023-10-20-00:03:56,358.55
2023-10-20-00:03:57,360.04
2023-10-20-00:03:58,359.54
2023-10-20-00:03:59,361.01
2023-10-20-00:04:00,361.11
2023-10-20-00:04:01,355.08
2023-10-20-00:04:02,359.01
2023-10-20-00:04:03,355.47
2023-10-20-00:04:06,360.04
2023-10-20-00:04:06,358.81
2023-10-20-00:04:07,356.44
2023-10-20-00:04:08,360.68
2023-10-20-00:04:09,359.74
2023-10-20-00:04:10,369.59
2023-10-20-00:04:11,362.12
2023-10-20-00:04:12,364.72
2023-10-20-00:04:13,363.78
2023-10-20-00:04:15,359.21
2023-10-20-00:04:16,359.21
2023-10-20-00:04:17,361.55
2023-10-20-00:04:19,355.03
2023-10-20-00:04:19,355.03
2023-10-20-00:04:21,364.48
2023-10-20-00:04:22,364.63
2023-10-20-00:04:23,357.35
2023-10-20-00:04:24,355.6
2023-10-20-00:04:24,359.07
2023-10-20-00:04:25,357.59
2023-10-20-00:04:26,360.43
2023-10-20-00:04:27,373.45
2023-10-20-00:04:28,357.35
2023-10-20-00:04:29,354.59
2023-10-20-00:04:30,359.45
2023-10-20-00:04:31,356.48
2023-10-20-00:04:32,356.13
2023-10-20-00:04:33,361.94
2023-10-20-00:04:34,359.2
2023-10-20-00:04:38,350.58
2023-10-20-00:04:38,352.59
2023-10-20-00:04:39,350.08
2023-10-20-00:04:40,353.51
2023-10-20-00:04:41,368.27
2023-10-20-00:04:42,351.8
2023-10-20-00:04:43,352.81
2023-10-20-00:04:44,359.62
2023-10-20-00:04:45,375.88
2023-10-20-00:04:46,379.23
2023-10-20-00:04:47,375.57
2023-10-20-00:04:48,376.4
2023-10-20-00:04:49,372.4
2023-10-20-00:04:52,372.41
2023-10-20-00:04:52,378.4
2023-10-20-00:04:53,377.02
2023-10-20-00:04:54,370.74
2023-10-20-00:04:55,371.58
2023-10-20-00:04:56,376.35
2023-10-20-00:04:57,371.95
2023-10-20-00:04:58,372.56
2023-10-20-00:04:59,374.59
2023-10-20-00:05:00,376.92
2023-10-20-00:05:01,374.21
2023-10-20-00:05:02,374.13
2023-10-20-00:05:03,372.32
2023-10-20-00:05:04,373.19
2023-10-20-00:05:05,377.29
2023-10-20-00:05:07,373.78
2023-10-20-00:05:07,373.78
2023-10-20-00:05:08,400.26
2023-10-20-00:05:09,395.42
2023-10-20-00:05:10,375.63
2023-10-20-00:05:11,395.71
2023-10-20-00:05:12,387.77
2023-10-20-00:05:13,379.53
2023-10-20-00:05:14,370.34
2023-10-20-00:05:15,374.49
2023-10-20-00:05:16,386.47
2023-10-20-00:05:17,369.86
2023-10-20-00:05:19,381.32
2023-10-20-00:05:20,379.11
2023-10-20-00:05:22,601.01
2023-10-20-00:05:22,548.34
2023-10-20-00:05:23,549.96
2023-10-20-00:05:24,560.94
2023-10-20-00:05:25,560.25
2023-10-20-00:05:26,563.57
2023-10-20-00:05:27,566.63
2023-10-20-00:05:28,563.93
2023-10-20-00:05:29,562.8
2023-10-20-00:05:30,579.85
2023-10-20-00:05:31,574.87
2023-10-20-00:05:32,581.11
2023-10-20-00:05:33,576.53
2023-10-20-00:05:34,579.21
2023-10-20-00:05:36,573.28
2023-10-20-00:05:36,575.63
2023-10-20-00:05:37,565.44
2023-10-20-00:05:38,552.22
2023-10-20-00:05:39,562.25
2023-10-20-00:05:40,552.45
2023-10-20-00:05:41,551.33
2023-10-20-00:05:42,545.55
2023-10-20-00:05:43,543.72
2023-10-20-00:05:44,548.05
2023-10-20-00:05:45,543.88
2023-10-20-00:05:47,543.17
2023-10-20-00:05:47,544.44
2023-10-20-00:05:49,551.53
2023-10-20-00:05:51,579.98
2023-10-20-00:05:51,579.98
2023-10-20-00:05:52,552.3
2023-10-20-00:05:53,558.02
2023-10-20-00:05:55,561.27
2023-10-20-00:05:55,555.66
2023-10-20-00:05:56,543.63
2023-10-20-00:05:57,556.9
2023-10-20-00:05:58,545.27
2023-10-20-00:05:59,537.27
2023-10-20-00:06:00,539.45
2023-10-20-00:06:01,558.51
2023-10-20-00:06:02,541.29
2023-10-20-00:06:03,537.24
2023-10-20-00:06:06,540.93
2023-10-20-00:06:07,536.92
2023-10-20-00:06:08,533.5
2023-10-20-00:06:08,551.02
2023-10-20-00:06:09,540.26
2023-10-20-00:06:10,527.96
2023-10-20-00:06:15,538.48
2023-10-20-00:06:15,538.48
2023-10-20-00:06:16,543.33
2023-10-20-00:06:17,540.8
2023-10-20-00:06:18,540.33
2023-10-20-00:06:19,543.59
2023-10-20-00:06:21,536.95
2023-10-20-00:06:21,538.39
2023-10-20-00:06:22,540.82
2023-10-20-00:06:23,544.45
2023-10-20-00:06:24,553.63
2023-10-20-00:06:25,564.01
2023-10-20-00:06:26,539.6
2023-10-20-00:06:27,534.26
2023-10-20-00:06:28,534.21
2023-10-20-00:06:29,530.51
2023-10-20-00:06:30,549.4
2023-10-20-00:06:31,563.71
2023-10-20-00:06:32,553.63
2023-10-20-00:06:33,542.26
2023-10-20-00:06:34,551.56
2023-10-20-00:06:38,539.11
2023-10-20-00:06:38,539.11
2023-10-20-00:06:39,542.66
2023-10-20-00:06:40,541.11
2023-10-20-00:06:41,540.31
2023-10-20-00:06:42,539.36
2023-10-20-00:06:43,537.23
2023-10-20-00:06:44,543.91
2023-10-20-00:06:45,554.85
2023-10-20-00:06:46,533.91
2023-10-20-00:06:47,534.95
2023-10-20-00:06:48,536.56
2023-10-20-00:06:49,538.5
2023-10-20-00:06:51,542.93
2023-10-20-00:06:52,543.68
2023-10-20-00:06:52,543.68
2023-10-20-00:06:53,559.2
2023-10-20-00:06:54,551.87
2023-10-20-00:06:55,545.36
2023-10-20-00:06:56,537.36
2023-10-20-00:06:57,547.34
2023-10-20-00:06:58,539.22
2023-10-20-00:06:59,541.4
2023-10-20-00:07:00,539.68
2023-10-20-00:07:01,533.94
2023-10-20-00:07:02,531.08
2023-10-20-00:07:03,543.6
2023-10-20-00:07:05,524.59
2023-10-20-00:07:06,525.62
2023-10-20-00:07:08,533.86
2023-10-20-00:07:08,531.56
2023-10-20-00:07:09,512.18
2023-10-20-00:07:10,507.67
2023-10-20-00:07:11,506.81
2023-10-20-00:07:12,513.76
2023-10-20-00:07:13,508.17
2023-10-20-00:07:14,514.26
2023-10-20-00:07:15,511.04
2023-10-20-00:07:16,502.98
2023-10-20-00:07:17,509.82
2023-10-20-00:07:18,509.29
2023-10-20-00:07:19,510.04
2023-10-20-00:07:21,507.83
2023-10-20-00:07:21,507.83
2023-10-20-00:07:22,512.83
2023-10-20-00:07:23,512.85
2023-10-20-00:07:24,509.64
2023-10-20-00:07:25,507.61
2023-10-20-00:07:26,523.77
2023-10-20-00:07:27,532.97
2023-10-20-00:07:28,544.73
2023-10-20-00:07:29,516.93
2023-10-20-00:07:31,525.5
2023-10-20-00:07:31,523.65
2023-10-20-00:07:33,578.51
2023-10-20-00:07:34,578.51
2023-10-20-00:07:36,569.31
2023-10-20-00:07:37,571.26
2023-10-20-00:07:38,561.99
2023-10-20-00:07:39,567.86
2023-10-20-00:07:40,560.75
2023-10-20-00:07:41,565.9
2023-10-20-00:07:42,567.99
2023-10-20-00:07:42,563.68
2023-10-20-00:07:43,567.9
2023-10-20-00:07:44,566.38
2023-10-20-00:07:45,568.63
2023-10-20-00:07:47,566.11
2023-10-20-00:07:48,564.04
2023-10-20-00:07:49,567.77
2023-10-20-00:07:50,563.18
2023-10-20-00:07:52,576.21
2023-10-20-00:07:52,576.21
2023-10-20-00:07:53,573.8
2023-10-20-00:07:55,565.23
2023-10-20-00:07:55,565.23
2023-10-20-00:07:56,562.11
2023-10-20-00:07:57,568.72
2023-10-20-00:07:58,565.31
2023-10-20-00:07:59,565.35
2023-10-20-00:08:00,564.78
2023-10-20-00:08:01,568.31
2023-10-20-00:08:02,568.24
2023-10-20-00:08:03,568.68
2023-10-20-00:08:04,572.72
2023-10-20-00:08:06,562.81
2023-10-20-00:08:07,578.88
2023-10-20-00:08:08,567.18
2023-10-20-00:08:10,563.72
2023-10-20-00:08:10,561.81
2023-10-20-00:08:12,562.18
2023-10-20-00:08:12,562.92
2023-10-20-00:08:13,562.49
2023-10-20-00:08:14,572.38
2023-10-20-00:08:17,565.37
2023-10-20-00:08:17,561.46
2023-10-20-00:08:18,558.45
2023-10-20-00:08:19,567.72
2023-10-20-00:08:21,563.47
2023-10-20-00:08:22,559.75
2023-10-20-00:08:22,555.78
2023-10-20-00:08:23,556.12
2023-10-20-00:08:26,563.82
2023-10-20-00:08:26,560.01
2023-10-20-00:08:27,562.36
2023-10-20-00:08:28,565.49
2023-10-20-00:08:29,564.74
2023-10-20-00:08:30,562.9
2023-10-20-00:08:31,560.56
2023-10-20-00:08:32,587.5
2023-10-20-00:08:33,564.65
2023-10-20-00:08:34,557.05
2023-10-20-00:08:35,559.46
2023-10-20-00:08:43,548.15
2023-10-20-00:08:43,550.68
2023-10-20-00:08:44,552.19
2023-10-20-00:08:45,550.5
2023-10-20-00:08:46,547.6
2023-10-20-00:08:47,549.19
2023-10-20-00:08:48,553.54
2023-10-20-00:08:49,549.55
2023-10-20-00:08:53,576.81
2023-10-20-00:08:53,576.81
2023-10-20-00:08:55,551.71
2023-10-20-00:08:56,553.39
2023-10-20-00:08:57,551.93
2023-10-20-00:08:58,547.65
2023-10-20-00:08:59,552.04
2023-10-20-00:08:59,552.47
2023-10-20-00:09:00,552.85
2023-10-20-00:09:01,550.13
2023-10-20-00:09:04,550.75
2023-10-20-00:09:05,550.14
2023-10-20-00:09:06,549.26
2023-10-20-00:09:08,553.31
2023-10-20-00:09:09,557.94
2023-10-20-00:09:10,546.67
2023-10-20-00:09:11,552.19
2023-10-20-00:09:13,547.01
2023-10-20-00:09:13,546.8
2023-10-20-00:09:15,542.07
2023-10-20-00:09:15,542.07
2023-10-20-00:09:16,546.23
2023-10-20-00:09:17,548.1
2023-10-20-00:09:18,549.8
2023-10-20-00:09:20,547.15
2023-10-20-00:09:21,545.93
2023-10-20-00:09:22,546.4
2023-10-20-00:09:23,546.4
2023-10-20-00:09:24,549.91
2023-10-20-00:09:27,547.5
2023-10-20-00:09:27,547.5
2023-10-20-00:09:28,546.5
2023-10-20-00:09:29,548.77
2023-10-20-00:09:30,547.15
2023-10-20-00:09:31,558.03
2023-10-20-00:09:32,556.64
2023-10-20-00:09:33,557.03
2023-10-20-00:09:34,560.29
2023-10-20-00:09:36,544.85
2023-10-20-00:09:36,544.85
2023-10-20-00:09:37,548.35
2023-10-20-00:09:38,547.38
2023-10-20-00:09:39,542.57
2023-10-20-00:09:40,567.77
2023-10-20-00:09:41,550.5
2023-10-20-00:09:42,565.92
2023-10-20-00:09:44,547.24
2023-10-20-00:09:44,547.24
2023-10-20-00:09:48,547.61
2023-10-20-00:09:49,547.61
2023-10-20-00:09:53,544.52
2023-10-20-00:09:55,548.28
2023-10-20-00:09:55,544.8
2023-10-20-00:09:56,548.06
2023-10-20-00:09:57,546.7
2023-10-20-00:09:58,544.29
2023-10-20-00:09:59,546.16
2023-10-20-00:10:00,543.94
2023-10-20-00:10:01,549.03
2023-10-20-00:10:02,546
2023-10-20-00:10:03,542.2
2023-10-20-00:10:04,546.81
2023-10-20-00:10:06,544.68
2023-10-20-00:10:06,544.68
2023-10-20-00:10:07,550.14
2023-10-20-00:10:08,548.96
2023-10-20-00:10:09,542.43
2023-10-20-00:10:10,543.05
2023-10-20-00:10:11,547.99
2023-10-20-00:10:12,545.28
2023-10-20-00:10:13,541.82
2023-10-20-00:10:14,546.99
2023-10-20-00:10:16,542.84
2023-10-20-00:10:16,542.84
2023-10-20-00:10:17,543.86
2023-10-20-00:10:18,544.93
2023-10-20-00:10:20,550.7
2023-10-20-00:10:21,550.7
2023-10-20-00:10:22,550.48
2023-10-20-00:10:23,546.57
2023-10-20-00:10:24,553.73
2023-10-20-00:10:25,547.86
2023-10-20-00:10:26,547.15
2023-10-20-00:10:27,544.29
2023-10-20-00:10:28,540.1
2023-10-20-00:10:29,541.51
2023-10-20-00:10:30,546.29
2023-10-20-00:10:31,545.16
2023-10-20-00:10:32,547.33
2023-10-20-00:10:33,541.29
2023-10-20-00:10:34,546.92
2023-10-20-00:10:36,540.68
2023-10-20-00:10:36,555.17
2023-10-20-00:10:37,550.23
2023-10-20-00:10:39,551.41
2023-10-20-00:10:40,551.41
2023-10-20-00:10:41,544.89
2023-10-20-00:10:42,542.07
2023-10-20-00:10:43,537.4
2023-10-20-00:10:43,543.53
2023-10-20-00:10:44,550.16
2023-10-20-00:10:45,545.16
2023-10-20-00:10:48,544.85
2023-10-20-00:10:48,544.85
2023-10-20-00:10:52,546.55
2023-10-20-00:10:52,546.55
2023-10-20-00:10:53,543.44
2023-10-20-00:10:54,548.07
2023-10-20-00:10:55,559.44
2023-10-20-00:10:56,543.04
2023-10-20-00:10:57,543.14
2023-10-20-00:10:58,539.07
2023-10-20-00:10:59,538.66
2023-10-20-00:11:00,541.86
2023-10-20-00:11:01,547.14
2023-10-20-00:11:02,545.93
2023-10-20-00:11:04,543.54
2023-10-20-00:11:05,549.26
2023-10-20-00:11:07,542.78
2023-10-20-00:11:07,542.77
2023-10-20-00:11:08,542.89
2023-10-20-00:11:09,541.54
2023-10-20-00:11:10,544.15
2023-10-20-00:11:11,542.62
2023-10-20-00:11:12,545.42
2023-10-20-00:11:13,543.74
2023-10-20-00:11:18,540.56
2023-10-20-00:11:18,538.05
2023-10-20-00:11:20,547.28
2023-10-20-00:11:21,543.19
2023-10-20-00:11:22,543.97
2023-10-20-00:11:22,540.84
2023-10-20-00:11:23,545.12
2023-10-20-00:11:24,541.45
2023-10-20-00:11:25,545.15
2023-10-20-00:11:26,538.15
2023-10-20-00:11:27,1458.06
2023-10-20-00:11:28,836.47
2023-10-20-00:11:30,615.83
2023-10-20-00:11:30,619.86
2023-10-20-00:11:31,614.64
2023-10-20-00:11:32,610.84
2023-10-20-00:11:33,612.25
2023-10-20-00:11:35,614.01
2023-10-20-00:11:39,614.72
2023-10-20-00:11:39,615.74
2023-10-20-00:11:40,608.12
2023-10-20-00:11:41,611.87
2023-10-20-00:11:42,606.02
2023-10-20-00:11:44,604.9
2023-10-20-00:11:44,627.9
2023-10-20-00:11:45,603.78
2023-10-20-00:11:46,608.31
2023-10-20-00:11:48,608.44
2023-10-20-00:11:49,611.66
2023-10-20-00:11:50,624.45
2023-10-20-00:11:54,613.76
2023-10-20-00:11:54,614.49
2023-10-20-00:11:55,609.19
2023-10-20-00:11:56,615.04
2023-10-20-00:11:57,609.94
2023-10-20-00:11:58,608.62
2023-10-20-00:11:59,609.26
2023-10-20-00:12:00,610.77
2023-10-20-00:12:01,617.51
2023-10-20-00:12:02,611.23
2023-10-20-00:12:03,613.64
2023-10-20-00:12:04,608.71
2023-10-20-00:12:05,609.92
2023-10-20-00:12:07,608.83
2023-10-20-00:12:07,608.83
2023-10-20-00:12:08,626.65
2023-10-20-00:12:09,608.13
2023-10-20-00:12:10,610.4
2023-10-20-00:12:11,603.73
2023-10-20-00:12:12,604.98
2023-10-20-00:12:13,605.11
2023-10-20-00:12:14,606.76
2023-10-20-00:12:15,607.29
2023-10-20-00:12:16,608.19
2023-10-20-00:12:17,612.84
2023-10-20-00:12:18,609.42
2023-10-20-00:12:20,611.8
2023-10-20-00:12:20,611.8
2023-10-20-00:12:22,608.6
2023-10-20-00:12:22,608.6
2023-10-20-00:12:23,607.09
2023-10-20-00:12:24,613.81
2023-10-20-00:12:25,614
2023-10-20-00:12:26,612.57
2023-10-20-00:12:27,609.93
2023-10-20-00:12:28,602.36
2023-10-20-00:12:29,608.68
2023-10-20-00:12:30,607.46
2023-10-20-00:12:31,611.94
2023-10-20-00:12:34,616.31
2023-10-20-00:12:34,616.31
2023-10-20-00:12:36,610.29
2023-10-20-00:12:37,612.73
2023-10-20-00:12:38,606.8
2023-10-20-00:12:39,604.89
2023-10-20-00:12:39,607.72
2023-10-20-00:12:40,608.66
2023-10-20-00:12:43,608.44
2023-10-20-00:12:43,613.37
2023-10-20-00:12:44,607.65
2023-10-20-00:12:45,607.79
2023-10-20-00:12:46,599.84
2023-10-20-00:12:47,605.03
2023-10-20-00:12:48,607.76
2023-10-20-00:12:49,610.83
2023-10-20-00:12:51,609.47
2023-10-20-00:12:51,610.96
2023-10-20-00:12:52,615.03
2023-10-20-00:12:53,610.46
2023-10-20-00:12:54,613.64
2023-10-20-00:12:55,620.04
2023-10-20-00:12:56,606.17
2023-10-20-00:12:57,608.04
2023-10-20-00:12:58,610.09
2023-10-20-00:12:59,611.1
2023-10-20-00:13:00,615.24
2023-10-20-00:13:01,611.8
2023-10-20-00:13:02,608.52
2023-10-20-00:13:03,607.46
2023-10-20-00:13:04,617.77
2023-10-20-00:13:06,611.1
2023-10-20-00:13:06,611.1
2023-10-20-00:13:07,611.17
2023-10-20-00:13:08,610.75
2023-10-20-00:13:15,607.92
2023-10-20-00:13:15,609.85
2023-10-20-00:13:17,600.02
2023-10-20-00:13:18,610.72
2023-10-20-00:13:18,608.17
2023-10-20-00:13:20,603.52
2023-10-20-00:13:22,604.3
2023-10-20-00:13:22,604.3
2023-10-20-00:13:23,601.65
2023-10-20-00:13:24,596.82
2023-10-20-00:13:25,606.73
2023-10-20-00:13:26,601.18
2023-10-20-00:13:27,599.82
2023-10-20-00:13:28,597.42
2023-10-20-00:13:29,597.07
2023-10-20-00:13:30,598.79
2023-10-20-00:13:31,596.66
2023-10-20-00:13:32,596.74
2023-10-20-00:13:33,597.37
2023-10-20-00:13:34,604.08
2023-10-20-00:13:36,597.75
2023-10-20-00:13:37,611.34
2023-10-20-00:13:39,595.49
2023-10-20-00:13:39,596.57
2023-10-20-00:13:40,601.41
2023-10-20-00:13:41,600.21
2023-10-20-00:13:42,596.36
2023-10-20-00:13:43,598.91
2023-10-20-00:13:44,599.4
2023-10-20-00:13:45,597.84
2023-10-20-00:13:46,598.64
2023-10-20-00:13:47,594.4
2023-10-20-00:13:48,593.52
2023-10-20-00:13:49,591.01
2023-10-20-00:13:53,593.22
2023-10-20-00:13:53,593.22
2023-10-20-00:13:54,595.79
2023-10-20-00:13:55,594.14
2023-10-20-00:13:56,599.07
2023-10-20-00:13:57,598.51
2023-10-20-00:13:58,597.92
2023-10-20-00:13:59,594.1
2023-10-20-00:14:00,600.93
2023-10-20-00:14:01,617.7
2023-10-20-00:14:02,601.85
2023-10-20-00:14:06,619.38
2023-10-20-00:14:06,619.38
2023-10-20-00:14:08,596.32
2023-10-20-00:14:09,601.17
2023-10-20-00:14:10,601.17
2023-10-20-00:14:11,597.97
2023-10-20-00:14:12,594.58
2023-10-20-00:14:13,595.19
2023-10-20-00:14:13,606.84
2023-10-20-00:14:14,611.04
2023-10-20-00:14:15,596.44
2023-10-20-00:14:16,594.12
2023-10-20-00:14:17,592.43
2023-10-20-00:14:19,595.53
2023-10-20-00:14:21,605.55
2023-10-20-00:14:22,609.72
2023-10-20-00:14:22,609.3
2023-10-20-00:14:23,601.55
2023-10-20-00:14:24,600.1
2023-10-20-00:14:25,612.17
2023-10-20-00:14:26,615.03
2023-10-20-00:14:27,618.9
2023-10-20-00:14:28,612.67
2023-10-20-00:14:29,608.4
2023-10-20-00:14:30,610.02
2023-10-20-00:14:31,604.81
2023-10-20-00:14:32,601.97
2023-10-20-00:14:33,597.1
2023-10-20-00:14:34,595.9
2023-10-20-00:14:38,591.91
2023-10-20-00:14:38,591.91
2023-10-20-00:14:39,595.04
2023-10-20-00:14:40,594.24
2023-10-20-00:14:45,590.72
2023-10-20-00:14:45,591.66
2023-10-20-00:14:46,595.92
2023-10-20-00:14:47,593.19
2023-10-20-00:14:48,588.07
2023-10-20-00:14:49,592.02
2023-10-20-00:14:51,598.51
2023-10-20-00:14:51,597.96
2023-10-20-00:14:52,600.79
2023-10-20-00:14:53,590.3
2023-10-20-00:14:54,594.62
2023-10-20-00:14:55,600.52
2023-10-20-00:14:56,595.09
2023-10-20-00:14:57,599.59
2023-10-20-00:14:58,594.37
2023-10-20-00:14:59,600.24
2023-10-20-00:15:00,600.62
2023-10-20-00:15:02,591.7
2023-10-20-00:15:02,591.7
2023-10-20-00:15:03,594.35
2023-10-20-00:15:04,596.29
2023-10-20-00:15:05,593.39
2023-10-20-00:15:07,621.73
2023-10-20-00:15:07,621.73
2023-10-20-00:15:08,595.85
2023-10-20-00:15:09,596.71
2023-10-20-00:15:10,594.4
2023-10-20-00:15:11,590.17
2023-10-20-00:15:12,595.21
2023-10-20-00:15:13,591.39
2023-10-20-00:15:14,594.67
2023-10-20-00:15:15,589.48
