TIMESTAMP,Power_1,Power_2,Total:Power
2023-09-30 01:41:58,228.47,220.87,449.34000000000003
2023-09-30 01:41:59,228.59,215.51,444.1
2023-09-30 01:42:00,230.96,215.58,446.54
2023-09-30 01:42:01,227.7,215.39,443.09
2023-09-30 01:42:02,228.03,214.89,442.91999999999996
2023-09-30 01:42:03,230.96,214.82,445.78
2023-09-30 01:42:04,226.81,215.34,442.15
2023-09-30 01:42:05,230.64,215.02,445.65999999999997
2023-09-30 01:42:06,236.22,214.81,451.03
2023-09-30 01:42:07,231.56,215.03,446.59000000000003
2023-09-30 01:42:08,233.08,215.03,448.11
2023-09-30 01:42:09,230.83,214.88,445.71000000000004
2023-09-30 01:42:10,228.43,214.88,443.31
2023-09-30 01:42:11,228.4,214.87,443.27
2023-09-30 01:42:12,227.94,214.67,442.61
2023-09-30 01:42:13,225.16,214.84,440.0
2023-09-30 01:42:14,223.54,214.35,437.89
2023-09-30 01:42:15,222.94,214.73,437.66999999999996
2023-09-30 01:42:16,231.15,215.15,446.3
2023-09-30 01:42:17,228.45,214.39,442.84
2023-09-30 01:42:18,227.69,214.26,441.95
2023-09-30 01:42:19,222.45,214.24,436.69
2023-09-30 01:42:20,227.31,214.38,441.69
2023-09-30 01:42:21,222.32,214.58,436.9
2023-09-30 01:42:22,223.95,214.17,438.12
2023-09-30 01:42:23,227.89,213.68,441.57
2023-09-30 01:42:24,225.27,214.03,439.3
2023-09-30 01:42:25,225.3,213.8,439.1
2023-09-30 01:42:26,227.87,214.05,441.92
2023-09-30 01:42:27,236.58,214.9,451.48
2023-09-30 01:42:28,225.24,214.36,439.6
2023-09-30 01:42:29,221.16,214.35,435.51
2023-09-30 01:42:30,221.33,214.23,435.56
2023-09-30 01:42:30,221.54,214.27,435.81
2023-09-30 01:42:31,221.63,214.85,436.48
2023-09-30 01:42:32,224.2,214.11,438.31
2023-09-30 01:42:33,224.71,214.91,439.62
2023-09-30 01:42:34,225.53,214.22,439.75
2023-09-30 01:42:35,225.71,214.13,439.84000000000003
2023-09-30 01:42:36,223.68,214.44,438.12
2023-09-30 01:42:37,223.25,214.26,437.51
2023-09-30 01:42:38,225.35,214.13,439.48
2023-09-30 01:42:39,227.77,214.39,442.15999999999997
2023-09-30 01:42:40,225.68,214.13,439.81
2023-09-30 01:42:41,221.51,214.15,435.65999999999997
2023-09-30 01:42:42,221.26,214.51,435.77
2023-09-30 01:42:43,220.52,214.41,434.93
2023-09-30 01:42:44,224.97,213.95,438.91999999999996
2023-09-30 01:42:45,220.89,213.97,434.86
2023-09-30 01:42:46,237.04,213.8,450.84000000000003
2023-09-30 01:42:47,227.03,214.09,441.12
2023-09-30 01:42:48,231.39,213.84,445.23
2023-09-30 01:42:49,224.13,213.58,437.71000000000004
2023-09-30 01:42:50,239.88,213.43,453.31
2023-09-30 01:42:51,221.94,213.21,435.15
2023-09-30 01:42:52,223.64,214.26,437.9
2023-09-30 01:42:54,223.89,214.59,438.48
2023-09-30 01:42:56,223.76,214.44,438.2
2023-09-30 01:42:57,223.72,214.38,438.1
2023-09-30 01:43:00,225.16,215.25,440.40999999999997
2023-09-30 01:43:01,223.32,214.52,437.84000000000003
2023-09-30 01:43:02,225.52,213.83,439.35
2023-09-30 01:43:04,223.94,213.64,437.58
2023-09-30 01:43:05,225.91,213.4,439.31
2023-09-30 01:43:07,230.74,213.98,444.72
2023-09-30 01:43:08,225.26,213.85,439.11
2023-09-30 01:43:09,225.48,214.7,440.17999999999995
2023-09-30 01:43:10,223.46,214.03,437.49
2023-09-30 01:43:11,228.55,214.07,442.62
2023-09-30 01:43:12,223.56,213.65,437.21000000000004
2023-09-30 01:43:13,226.19,213.66,439.85
2023-09-30 01:43:14,223.45,213.22,436.66999999999996
2023-09-30 01:43:15,223.81,213.44,437.25
2023-09-30 01:43:16,223.22,213.73,436.95
2023-09-30 01:43:17,226.76,214.03,440.78999999999996
2023-09-30 01:43:18,223.5,213.66,437.15999999999997
2023-09-30 01:43:19,225.0,213.43,438.43
2023-09-30 01:43:20,224.24,213.43,437.67
2023-09-30 01:43:21,226.06,213.43,439.49
2023-09-30 01:43:22,225.1,213.71,438.81
2023-09-30 01:43:23,224.85,213.99,438.84000000000003
2023-09-30 01:43:24,223.95,213.65,437.6
2023-09-30 01:43:25,224.87,213.5,438.37
2023-09-30 01:43:34,227.7,213.74,441.44
2023-09-30 01:43:35,228.04,212.97,441.01
2023-09-30 01:43:36,223.52,212.31,435.83000000000004
2023-09-30 01:43:37,228.03,212.35,440.38
2023-09-30 01:43:38,222.8,212.93,435.73
2023-09-30 01:43:40,224.07,212.63,436.7
2023-09-30 01:43:41,224.44,212.82,437.26
2023-09-30 01:43:42,222.71,213.38,436.09000000000003
2023-09-30 01:43:42,222.46,212.56,435.02
2023-09-30 01:43:43,221.22,212.98,434.2
2023-09-30 01:43:44,222.54,212.41,434.95
2023-09-30 01:43:45,221.19,212.83,434.02
2023-09-30 01:43:46,221.7,212.84,434.53999999999996
2023-09-30 01:43:47,224.7,213.33,438.03
2023-09-30 01:43:48,224.74,212.78,437.52
2023-09-30 01:43:49,223.52,212.87,436.39
2023-09-30 01:43:50,224.25,212.76,437.01
2023-09-30 01:43:51,220.73,212.8,433.53
2023-09-30 01:43:52,236.19,213.07,449.26
2023-09-30 01:43:53,222.51,213.12,435.63
2023-09-30 01:43:54,221.22,212.48,433.7
2023-09-30 01:43:55,226.1,212.41,438.51
2023-09-30 01:43:56,231.87,213.05,444.92
2023-09-30 01:43:57,228.91,213.04,441.95
2023-09-30 01:43:58,224.09,213.29,437.38
2023-09-30 01:43:59,224.85,212.85,437.7
2023-09-30 01:44:00,223.48,212.84,436.32
2023-09-30 01:44:01,222.51,212.85,435.36
2023-09-30 01:44:02,224.91,212.79,437.7
2023-09-30 01:44:04,220.25,213.65,433.9
2023-09-30 01:44:06,224.78,213.59,438.37
2023-09-30 01:44:07,225.11,212.9,438.01
2023-09-30 01:44:08,218.2,213.11,431.31
2023-09-30 01:44:09,222.76,212.88,435.64
2023-09-30 01:44:11,223.83,213.21,437.04
2023-09-30 01:44:12,225.22,212.81,438.03
2023-09-30 01:44:13,224.64,212.4,437.03999999999996
2023-09-30 01:44:14,226.84,212.83,439.67
2023-09-30 01:44:15,223.1,213.25,436.35
2023-09-30 01:44:16,169.28,212.87,382.15
2023-09-30 01:44:17,176.06,213.06,389.12
2023-09-30 01:44:18,171.15,212.94,384.09000000000003
2023-09-30 01:44:19,184.09,212.69,396.78
2023-09-30 01:44:20,176.58,213.2,389.78
2023-09-30 01:44:21,173.82,214.0,387.82
2023-09-30 01:44:22,173.86,213.3,387.16
2023-09-30 01:44:23,177.73,213.07,390.79999999999995
2023-09-30 01:44:24,178.14,213.57,391.71
2023-09-30 01:44:25,174.84,212.84,387.68
2023-09-30 01:44:26,173.04,212.98,386.02
2023-09-30 01:44:27,173.69,213.35,387.03999999999996
2023-09-30 01:44:28,173.11,212.64,385.75
2023-09-30 01:44:29,174.33,212.72,387.05
2023-09-30 01:44:29,176.89,212.68,389.57
2023-09-30 01:44:30,175.2,212.62,387.82
2023-09-30 01:44:31,173.19,212.68,385.87
2023-09-30 01:44:32,172.48,212.44,384.91999999999996
2023-09-30 01:44:33,173.71,212.6,386.31
2023-09-30 01:44:35,175.02,212.85,387.87
2023-09-30 01:44:37,172.82,213.33,386.15
2023-09-30 01:44:39,174.84,212.29,387.13
2023-09-30 01:44:40,172.57,212.4,384.97
2023-09-30 01:44:41,172.44,212.67,385.11
2023-09-30 01:44:42,175.01,212.4,387.40999999999997
2023-09-30 01:44:43,173.55,212.53,386.08000000000004
2023-09-30 01:44:44,174.78,212.09,386.87
2023-09-30 01:44:45,176.15,212.17,388.32
2023-09-30 01:44:46,175.11,212.3,387.41
2023-09-30 01:44:47,173.6,212.67,386.27
2023-09-30 01:44:48,173.89,212.93,386.82
2023-09-30 01:44:49,176.12,213.41,389.53
2023-09-30 01:44:50,175.0,212.67,387.66999999999996
2023-09-30 01:44:51,169.68,212.74,382.42
2023-09-30 01:44:52,174.84,212.45,387.28999999999996
2023-09-30 01:44:53,170.56,212.44,383.0
2023-09-30 01:44:54,174.62,212.58,387.20000000000005
2023-09-30 01:44:55,170.57,212.83,383.4
2023-09-30 01:44:56,172.37,212.15,384.52
2023-09-30 01:44:57,174.48,212.16,386.64
2023-09-30 01:44:58,176.58,211.98,388.56
2023-09-30 01:44:59,186.41,211.91,398.32
2023-09-30 01:45:00,181.85,212.42,394.27
2023-09-30 01:45:01,185.31,213.2,398.51
2023-09-30 01:45:02,191.33,212.61,403.94000000000005
2023-09-30 01:45:03,179.89,212.85,392.74
2023-09-30 01:45:04,182.85,212.66,395.51
2023-09-30 01:45:05,176.21,212.27,388.48
2023-09-30 01:45:06,176.62,212.12,388.74
2023-09-30 01:45:07,179.27,212.82,392.09000000000003
2023-09-30 01:45:08,180.87,212.54,393.40999999999997
2023-09-30 01:45:09,177.65,212.45,390.1
2023-09-30 01:45:10,177.11,212.37,389.48
2023-09-30 01:45:11,174.26,212.78,387.03999999999996
2023-09-30 01:45:12,175.44,212.19,387.63
2023-09-30 01:45:14,173.13,212.53,385.65999999999997
2023-09-30 01:45:16,171.43,212.25,383.68
2023-09-30 01:45:17,179.82,212.08,391.9
2023-09-30 01:45:19,171.18,211.99,383.17
2023-09-30 01:45:20,172.72,212.0,384.72
2023-09-30 01:45:21,171.7,212.09,383.78999999999996
2023-09-30 01:45:22,171.59,212.25,383.84000000000003
2023-09-30 01:45:24,171.5,212.94,384.44
2023-09-30 01:45:26,172.53,213.29,385.82
2023-09-30 01:45:27,174.65,212.04,386.69
2023-09-30 01:45:28,174.26,212.16,386.41999999999996
2023-09-30 01:45:29,179.53,212.17,391.7
2023-09-30 01:45:31,173.41,212.27,385.68
2023-09-30 01:45:32,174.37,212.33,386.70000000000005
2023-09-30 01:45:33,174.56,211.97,386.53
2023-09-30 01:45:34,175.9,212.23,388.13
2023-09-30 01:45:35,178.1,212.81,390.90999999999997
2023-09-30 01:45:36,177.95,212.27,390.22
2023-09-30 01:45:37,171.91,212.12,384.03
2023-09-30 01:45:38,175.46,211.98,387.44
2023-09-30 01:45:39,175.17,211.84,387.01
2023-09-30 01:45:41,173.19,212.38,385.57
2023-09-30 01:45:42,177.16,212.45,389.61
2023-09-30 01:45:44,176.95,212.18,389.13
2023-09-30 01:45:46,177.4,211.92,389.32
2023-09-30 01:45:47,176.83,212.22,389.05
2023-09-30 01:45:48,177.02,212.76,389.78
2023-09-30 01:45:50,184.59,212.22,396.81
2023-09-30 01:45:51,182.78,212.42,395.2
2023-09-30 01:45:52,186.57,211.79,398.36
2023-09-30 01:45:53,176.17,211.46,387.63
2023-09-30 01:45:54,176.19,211.7,387.89
2023-09-30 01:45:55,175.69,212.16,387.85
2023-09-30 01:45:56,173.41,211.88,385.28999999999996
2023-09-30 01:45:57,175.31,211.77,387.08000000000004
2023-09-30 01:45:58,176.55,211.74,388.29
2023-09-30 01:45:59,181.43,211.85,393.28
2023-09-30 01:46:00,180.08,212.07,392.15
2023-09-30 01:46:01,178.97,212.54,391.51
2023-09-30 01:46:02,178.77,211.61,390.38
2023-09-30 01:46:03,181.92,211.75,393.66999999999996
2023-09-30 01:46:04,180.6,211.88,392.48
2023-09-30 01:46:05,179.1,211.57,390.66999999999996
2023-09-30 01:46:06,184.33,211.65,395.98
2023-09-30 01:46:07,177.83,211.63,389.46000000000004
2023-09-30 01:46:08,183.24,211.45,394.69
2023-09-30 01:46:09,173.72,211.65,385.37
2023-09-30 01:46:10,177.93,211.48,389.40999999999997
2023-09-30 01:46:11,176.12,212.86,388.98
