TIMESTAMP,Power_1,Power_2,Total:Power
2023-09-23 00:08:20,226.17,413.45,639.62
2023-09-23 00:08:22,230.87,416.4,647.27
2023-09-23 00:08:23,812.8,1009.33,1822.13
2023-09-23 00:08:24,814.59,1005.66,1820.25
2023-09-23 00:08:26,804.95,1013.31,1818.26
2023-09-23 00:08:27,222.04,433.34,655.38
2023-09-23 00:08:29,229.14,393.18,622.3199999999999
2023-09-23 00:08:31,236.95,415.44,652.39
2023-09-23 00:08:32,816.42,996.56,1812.98
2023-09-23 00:08:33,811.52,1010.17,1821.69
2023-09-23 00:08:34,831.29,1010.0,1841.29
2023-09-23 00:08:35,235.05,403.46,638.51
2023-09-23 00:08:37,234.92,416.53,651.4499999999999
2023-09-23 00:08:38,533.08,735.31,1268.3899999999999
2023-09-23 00:08:39,820.64,1007.72,1828.3600000000001
2023-09-23 00:08:41,818.84,983.28,1802.12
2023-09-23 00:08:45,220.31,430.17,650.48
2023-09-23 00:08:47,225.64,401.6,627.24
2023-09-23 00:08:48,233.17,524.56,757.7299999999999
2023-09-23 00:08:50,806.18,973.06,1779.2399999999998
2023-09-23 00:08:51,826.75,987.22,1813.97
2023-09-23 00:08:52,813.21,1011.58,1824.79
2023-09-23 00:08:54,231.01,428.64,659.65
2023-09-23 00:08:58,242.61,993.87,1236.48
2023-09-23 00:08:59,827.14,989.72,1816.8600000000001
2023-09-23 00:09:00,230.41,416.39,646.8
2023-09-23 00:09:02,235.63,414.57,650.2
2023-09-23 00:09:03,233.87,407.19,641.06
2023-09-23 00:09:04,803.5,978.28,1781.78
2023-09-23 00:09:05,812.34,972.18,1784.52
2023-09-23 00:09:06,817.13,987.39,1804.52
2023-09-23 00:09:07,811.4,987.75,1799.15
2023-09-23 00:09:08,815.32,1005.19,1820.5100000000002
2023-09-23 00:09:09,810.55,991.37,1801.92
2023-09-23 00:09:11,812.32,1003.34,1815.66
2023-09-23 00:09:13,808.2,996.68,1804.88
2023-09-23 00:09:14,815.31,1010.81,1826.12
2023-09-23 00:09:15,290.6,473.31,763.9100000000001
2023-09-23 00:09:17,228.68,431.83,660.51
2023-09-23 00:09:19,222.2,404.32,626.52
2023-09-23 00:09:20,224.48,401.83,626.31
2023-09-23 00:09:23,229.78,396.37,626.15
2023-09-23 00:09:24,814.08,989.96,1804.04
2023-09-23 00:09:27,807.79,1009.55,1817.34
2023-09-23 00:09:28,437.97,615.25,1053.22
2023-09-23 00:09:29,219.19,393.39,612.5799999999999
2023-09-23 00:09:30,220.04,396.22,616.26
2023-09-23 00:09:31,234.87,414.12,648.99
2023-09-23 00:09:33,775.84,969.88,1745.72
2023-09-23 00:09:34,814.83,1001.26,1816.0900000000001
2023-09-23 00:09:36,821.14,994.55,1815.69
2023-09-23 00:09:37,248.74,427.16,675.9000000000001
2023-09-23 00:09:38,227.27,423.81,651.08
2023-09-23 00:09:39,227.24,437.23,664.47
2023-09-23 00:09:42,817.7,987.38,1805.08
2023-09-23 00:09:43,816.1,996.12,1812.22
2023-09-23 00:09:44,221.86,417.23,639.09
2023-09-23 00:09:46,224.77,408.65,633.42
2023-09-23 00:09:47,353.88,526.09,879.97
2023-09-23 00:09:48,822.43,973.67,1796.1
2023-09-23 00:09:49,801.01,1013.11,1814.12
2023-09-23 00:09:51,825.75,1013.96,1839.71
2023-09-23 00:09:52,811.02,885.37,1696.3899999999999
2023-09-23 00:09:53,218.22,305.86,524.08
2023-09-23 00:09:58,218.44,305.48,523.9200000000001
2023-09-23 00:09:59,812.04,881.46,1693.5
2023-09-23 00:10:00,809.12,893.77,1702.8899999999999
2023-09-23 00:10:01,227.55,296.61,524.1600000000001
2023-09-23 00:10:02,225.15,284.16,509.31000000000006
2023-09-23 00:10:03,234.78,308.97,543.75
2023-09-23 00:10:04,821.91,879.51,1701.42
2023-09-23 00:10:05,812.21,884.29,1696.5
2023-09-23 00:10:08,1023.02,887.82,1910.8400000000001
2023-09-23 00:10:09,298.92,303.62,602.54
2023-09-23 00:10:11,285.56,325.28,610.8399999999999
2023-09-23 00:10:14,777.65,890.86,1668.51
2023-09-23 00:10:15,870.7,313.7,1184.4
2023-09-23 00:10:16,290.94,279.0,569.94
2023-09-23 00:10:18,297.62,276.39,574.01
2023-09-23 00:10:19,875.95,862.45,1738.4
2023-09-23 00:10:20,877.82,865.83,1743.65
2023-09-23 00:10:21,876.47,871.62,1748.0900000000001
2023-09-23 00:10:22,883.09,872.22,1755.31
2023-09-23 00:10:23,880.2,870.29,1750.49
2023-09-23 00:10:24,883.62,864.56,1748.1799999999998
2023-09-23 00:10:25,885.56,862.24,1747.8
2023-09-23 00:10:27,297.31,289.21,586.52
2023-09-23 00:10:27,295.26,289.19,584.45
2023-09-23 00:10:29,293.91,285.88,579.79
2023-09-23 00:10:30,301.59,278.76,580.3499999999999
2023-09-23 00:10:30,301.31,276.5,577.81
2023-09-23 00:10:31,459.84,459.41,919.25
2023-09-23 00:10:32,884.59,867.58,1752.17
2023-09-23 00:10:33,877.87,858.42,1736.29
2023-09-23 00:10:34,885.8,860.43,1746.23
2023-09-23 00:10:35,869.32,859.7,1729.02
2023-09-23 00:10:36,291.44,278.6,570.04
2023-09-23 00:10:37,300.88,280.69,581.5699999999999
2023-09-23 00:10:38,295.13,281.36,576.49
2023-09-23 00:10:39,311.61,294.02,605.63
2023-09-23 00:10:43,878.92,867.71,1746.63
2023-09-23 00:10:44,293.63,276.84,570.47
2023-09-23 00:10:45,299.95,281.68,581.63
2023-09-23 00:10:46,293.03,277.76,570.79
2023-09-23 00:10:47,297.33,280.35,577.6800000000001
2023-09-23 00:10:48,874.3,857.79,1732.09
2023-09-23 00:10:49,879.99,857.47,1737.46
2023-09-23 00:10:50,306.52,300.01,606.53
2023-09-23 00:10:51,299.14,276.91,576.05
2023-09-23 00:10:52,303.15,281.3,584.45
2023-09-23 00:10:53,293.94,281.3,575.24
2023-09-23 00:10:54,876.05,858.7,1734.75
2023-09-23 00:10:57,876.21,858.08,1734.29
2023-09-23 00:10:58,300.46,282.03,582.49
2023-09-23 00:10:59,300.27,276.23,576.5
2023-09-23 00:11:00,287.33,275.24,562.5699999999999
2023-09-23 00:11:01,606.64,598.54,1205.1799999999998
2023-09-23 00:11:02,878.23,858.56,1736.79
2023-09-23 00:11:03,883.81,862.0,1745.81
2023-09-23 00:11:04,866.24,848.13,1714.37
2023-09-23 00:11:05,881.69,856.33,1738.02
2023-09-23 00:11:06,299.48,283.56,583.04
2023-09-23 00:11:07,302.04,282.45,584.49
2023-09-23 00:11:08,305.3,285.36,590.6600000000001
2023-09-23 00:11:10,895.55,859.32,1754.87
2023-09-23 00:11:12,871.43,863.39,1734.82
2023-09-23 00:11:14,886.42,857.76,1744.1799999999998
2023-09-23 00:11:15,304.17,293.07,597.24
2023-09-23 00:11:16,298.89,275.98,574.87
2023-09-23 00:11:17,288.24,276.84,565.0799999999999
2023-09-23 00:11:19,312.03,279.12,591.15
2023-09-23 00:11:21,877.74,856.63,1734.37
2023-09-23 00:11:22,880.13,862.72,1742.85
2023-09-23 00:11:23,877.04,866.34,1743.38
2023-09-23 00:11:27,309.23,277.73,586.96
2023-09-23 00:11:30,878.77,860.49,1739.26
2023-09-23 00:11:31,879.71,879.89,1759.6
2023-09-23 00:11:32,885.84,885.68,1771.52
2023-09-23 00:11:33,348.39,298.09,646.48
2023-09-23 00:11:35,301.44,298.71,600.15
2023-09-23 00:11:36,298.79,303.89,602.6800000000001
2023-09-23 00:11:37,886.49,871.53,1758.02
2023-09-23 00:11:38,883.93,872.12,1756.05
2023-09-23 00:11:40,887.32,861.23,1748.5500000000002
2023-09-23 00:11:44,885.36,860.2,1745.56
2023-09-23 00:11:45,881.86,863.89,1745.75
2023-09-23 00:11:46,883.91,862.24,1746.15
2023-09-23 00:11:48,881.48,857.81,1739.29
2023-09-23 00:11:49,375.49,361.85,737.34
2023-09-23 00:11:50,307.06,292.28,599.3399999999999
